ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
20866,AAS,3500,002,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","History Civil Rights Movement",Open,9,40,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
15607,AAS,3500,003,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Slavery since Emancipation",Closed,20,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20867,AAS,3500,004,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Being Human",Closed,8,8,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20829,AAS,3500,005,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","African American Literature",Closed,11,12,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20868,AAS,3500,006,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Black Fire",Closed,27,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20869,AAS,3500,007,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Race, Culture and Inequality",Closed,20,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20865,AAS,3652,001,Seminar,"3","","","","African American History since 1865","",Closed,16,15,0,"This course surveys the major political, economic, and cultural developments in black America from the end of the Civil War to the present.  Through an engagement with various primary and secondary texts, and multimedia, students examine African Americans' endeavors to build strong families and communities, create socially meaningful art, and establish a political infrastructure capable of bringing into existence a more just and humane world."
14561,AAS,3749,001,Seminar,"3","","","","Food and Meaning in Africa and the Diaspora","",Closed,26,25,0,"This course investigates the traditions and symbolics of food and eating in Africa and throughout the African Diaspora -- wherever people of African descent have migrated or have been forced to move. This course will help students to investigate the way the foods people eat' or don't eat' hold meaning for people within a variety of cultural contexts.Topics will include symbol, taboo, sexuality, bodies, ritual, kinship & beauty, among others."
10343,AAS,4080,001,Independent Study,"3","","","","Thesis","",Open,1,10,0,"Second-semester DMP students should enroll in this course to complete their theses."
21939,AAS,4080,002,Independent Study,"3","","","","Thesis","",Open,1,10,0,"Second-semester DMP students should enroll in this course to complete their theses."
21295,AAS,4109,001,Seminar,"3","","","","Civil Rights Movement and the Media","",Closed,6,5,0,"Course examines the crucial relationship between the Civil Rights Movement and mass media from 1950s through early 1970s, looking at a variety of media forms: Hollywood cinema, network television, mainstream newspapers, photojournalism, the black press, and news as primary documents that can tell us something about American race relations during this period and how the nation responded to challenges posed by a powerful social change movement."
20870,AAS,4570,001,Seminar,"3","","","","Advanced Research Seminar in African-American & African Studies","Queer Africas",Open,11,18,0,"Reading, class discussion, and research on a special topic in African-American and African Studies culminating in the composition of a research paper. Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20871,AAS,4570,002,Seminar,"3","","","","Advanced Research Seminar in African-American & African Studies","BlackRadicalism&ArtImagination",Open,6,18,0,"Reading, class discussion, and research on a special topic in African-American and African Studies culminating in the composition of a research paper. Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
13599,AAS,4993,001,Independent Study,"1 - 12","","","","Independent Study","",Open,2,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
12599,AAS,4993,002,Independent Study,"1 - 12","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
13221,AAS,4993,003,Independent Study,"1 - 12","","","","Independent Study","",Open,2,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
15610,AAS,4993,004,Independent Study,"1 - 12","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
21650,AAS,4993,005,Independent Study,"1 - 12","","","","Independent Study","",Open,3,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
20246,ACCT,2010,701,Lecture,"3","","","","Introductory Accounting I","",Open,25,26,0,"Designed to introduce students to the language of business, the course begins with the role of financial data in contemporary society, proceeds to develop the accounting model for capturing financial data, and finishes with the problems of measuring and reporting income, assets, liabilities, and equities."
20390,ACCT,2020,701,Lecture,"3","","","","Introductory Accounting II","",Open,21,24,0,"Continuation of ACCT 2010. Approximately one third of the course deals with additional financial accounting topics, emphasizing managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized.  Prerequisite: ACCT 2010."
20247,ACCT,3110,701,Lecture,"3","","","","Intermediate Accounting I","",Open,13,24,0,"An intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and the processes through which these principles evolve.  Prerequisite: ACCT 2020."
20400,ACCT,3120,701,Lecture,"3","","","","Intermediate Accounting II","",Open,9,24,0,"Continuation of ACCT 3110, emphasizing accounting for the equities of a firm's investors and creditors. Covers special problem areas in financial accounting including accounting for leases, pensions, and income taxes.  Prerequisite: ACCT 3110."
20401,ACCT,3140,701,Lecture,"3","","","","Cost Accounting","",Open,9,24,0,"Addresses analysis of cost behavior and volume profit relationships; responsibility accounting and reporting flexible budgets; and the use of standard costs to guide and control performance.  Prerequisite: ACCT 2020."
20402,ACCT,4450,701,Lecture,"3","","","","Federal Taxation I","",Open,8,24,0,"An analysis of the federal income tax law and its application to individuals. A study is made of problems covering personal and business tax situations. Several cases are assigned for which the student prepares illustrative tax returns.  Prerequisite: ACCT 2020 or instructor permission."
20403,ACCT,5250,701,Lecture,"3","","","","Advanced Auditing","",Open,10,24,0,"Builds on the concepts and practice examples from introductory auditing to provide students with an in-depth understanding of professional standards, the audit process, advanced audit techniques, and the auditor's role in ensuring that publicly issued financial statements are fairly presented.  Prerequisite: ACCT 5210."
20406,ACCT,5410,701,Lecture,"3","","","","Fraud Examination","",Open,12,24,0,"Focuses on the principles and methodology of fraud detection and deterrence. Examines how and why occupational fraud is committed, how fraudulent conduct can be deterred, and how allegations of fraud should be investigated and resolved. Prerequisite: ACCT 3120 Intermediate Accounting II"
16253,AIRS,100,001,Laboratory,"0","","","","Leadership Laboratory","",Open,46,100,0,"A mandatory laboratory in leadership and followership development for AFROTC cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. (2 hrs.)Â   Prerequisite: Enrollment in Air Force ROTC."
16247,AIRS,1200,001,Lecture,"1","","","","The Foundations of the U.S. Air Force","",Open,7,30,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics includeÂ Air Force core values, leadership team building and communication skills.  Corequisite: AIRS 100. (2 hrs.)"
16248,AIRS,1200,002,Lecture,"1","","","","The Foundations of the U.S. Air Force","",Open,8,35,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics includeÂ Air Force core values, leadership team building and communication skills.  Corequisite: AIRS 100. (2 hrs.)"
16249,AIRS,2200,001,Lecture,"1","","","","The Evolution of Air and Space Power","",Open,8,40,0,"Examines general aspects of air and space power through a historical perspective, from theÂ Vietnam Conflict to the space-age global positioning systems used in today's conflicts. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)Â Â Â "
16250,AIRS,2200,002,Lecture,"1","","","","The Evolution of Air and Space Power","",Open,4,20,0,"Examines general aspects of air and space power through a historical perspective, from theÂ Vietnam Conflict to the space-age global positioning systems used in today's conflicts. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)Â Â Â "
16251,AIRS,3200,001,Lecture,"3","","","","Concepts of Air Force Leadership and Management","",Open,6,25,0,"Focuses on the study of leadership, management fundamentals, professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership, core values, and military ethics as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
16254,AIRS,3200,002,Lecture,"3","","","","Concepts of Air Force Leadership and Management","",Open,3,25,0,"Focuses on the study of leadership, management fundamentals, professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership, core values, and military ethics as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
16252,AIRS,4200,001,Lecture,"3","","","","National Security Affairs/Preparation for Active Duty","",Open,11,30,0,"Examines military law,Â regional studies, advanced leadership ethics, and Air Force doctrine. Topics include the military as a profession, officership,Â preparation for active duty, and current issues affecting the military. Emphasizes refining communication skills through cadet presentations.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
20595,AIRS,4200,002,Lecture,"3","","","","National Security Affairs/Preparation for Active Duty","",Open,9,30,0,"Examines military law,Â regional studies, advanced leadership ethics, and Air Force doctrine. Topics include the military as a profession, officership,Â preparation for active duty, and current issues affecting the military. Emphasizes refining communication skills through cadet presentations.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
16407,ALAR,8020,001,Studio,"6","","","","Design Development Studio","",Open,24,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs.  Prerequisite: ARCH 8010 or LAR 8010"
16490,ALAR,8020,004,Studio,"6","","","","Design Development Studio","",Open,11,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs.  Prerequisite: ARCH 8010 or LAR 8010"
16571,ALAR,8102,001,Seminar,"1","","","","Design Research Seminar","",Open,0,10,0,"This course is for architecture or landscape architecture students expecting to undertake an independent thesis studio during the following fall semester. ALAR 8100 is the prerequisite. This student-driven course will engage with faculty and other students to support their independent work. Students are expected to gather the appropriate resources and focus on contextualizing their work."
16474,ALAR,8993,001,Independent Study,"1 - 6","","","","Independent Study","",Open,0,2,0,"Independent research on topics selected by individual students in consultation with a faculty advisor"
16415,ALAR,8995,001,Studio,"6","","","","Independent Design Research Studio","",Open,1,15,0,"Independent Design Research Studio. Prerequisite: ALAR 8100Â and permission of the chair."
22240,ALAR,8995,002,Studio,"6","","","","Independent Design Research Studio","",Open,1,2,0,"Independent Design Research Studio. Prerequisite: ALAR 8100Â and permission of the chair."
16582,ALAR,8999,001,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Open,0,1,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
21744,ALAR,8999,002,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Closed,1,1,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
20961,AMST,2155,100,Lecture,"3","","","","Whiteness & Religion: Religious Foundations of a Racial Category","",Open,16,20,0,"This class examines the role religion plays in defining a racial category known as whiteness. By reading cultural histories and ethnographies of the religious practices of various communities, we will examine how groups now classified as white (Irish, Italians, Poles, Jews, etc.) and religious images (depictions of Jesus and the Virgin Mary) ""became white"" and the role that religious practice played in this shift in racial classification."
21771,AMST,2155,101,Discussion,"0","","","","Whiteness & Religion: Religious Foundations of a Racial Category","",Open,16,20,0,"This class examines the role religion plays in defining a racial category known as whiteness. By reading cultural histories and ethnographies of the religious practices of various communities, we will examine how groups now classified as white (Irish, Italians, Poles, Jews, etc.) and religious images (depictions of Jesus and the Virgin Mary) ""became white"" and the role that religious practice played in this shift in racial classification."
20166,AMST,2470,001,Lecture,"3","","","","Disney","",Closed,33,30,0,"This discussion course examines the cultural role of Disney and its effects on the visual arts in the 20th and 21st centuries. It considers a range of material to interrogate how Disney as both a corporation and a cultural icon promotes and reinforces national ideals. Presented both chronologically and thematically, students engage with aesthetic, ideological and theoretical concerns regarding history, identity, space/place, and popular culture."
15725,AMST,2500,001,Lecture,"3","","","","Major Works for American Studies","Digital American Studies",Closed,18,15,0,"Topics vary according to instructor. The goal of the course is to introduce students to interdisciplinary work in American Studies by juxtaposing works across disciplinary boundaries and from different methodological perspectives."
20962,AMST,2660,100,Lecture,"3","","","","Spiritual But Not Religious: Spirituality in America","",Open,83,90,0,"What does Â¿spiritual but not religiousÂ¿ mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
21357,AMST,2660,101,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,9,10,0,"What does Â¿spiritual but not religiousÂ¿ mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
21358,AMST,2660,102,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,10,10,0,"What does Â¿spiritual but not religiousÂ¿ mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
21359,AMST,2660,103,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Open,7,10,0,"What does Â¿spiritual but not religiousÂ¿ mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
21360,AMST,2660,104,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,10,10,0,"What does Â¿spiritual but not religiousÂ¿ mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
21361,AMST,2660,105,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,10,10,0,"What does Â¿spiritual but not religiousÂ¿ mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
21362,AMST,2660,106,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Open,9,10,0,"What does Â¿spiritual but not religiousÂ¿ mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
21363,AMST,2660,107,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,10,10,0,"What does Â¿spiritual but not religiousÂ¿ mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
21364,AMST,2660,108,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,10,10,0,"What does Â¿spiritual but not religiousÂ¿ mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
21365,AMST,2660,109,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Open,8,10,0,"What does Â¿spiritual but not religiousÂ¿ mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
20957,AMST,2753,100,Lecture,"4","","","","Arts and Cultures of the Slave South","",Closed,60,60,0,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts- architecture, material culture, decorative arts, painting, and sculpture- it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
20992,AMST,2753,101,Discussion,"0","","","","Arts and Cultures of the Slave South","",Open,7,8,0,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts- architecture, material culture, decorative arts, painting, and sculpture- it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
20993,AMST,2753,102,Discussion,"0","","","","Arts and Cultures of the Slave South","",Closed,9,9,0,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts- architecture, material culture, decorative arts, painting, and sculpture- it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
20994,AMST,2753,103,Discussion,"0","","","","Arts and Cultures of the Slave South","",Open,6,8,0,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts- architecture, material culture, decorative arts, painting, and sculpture- it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
20995,AMST,2753,104,Discussion,"0","","","","Arts and Cultures of the Slave South","",Open,7,8,0,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts- architecture, material culture, decorative arts, painting, and sculpture- it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
20996,AMST,2753,105,Discussion,"0","","","","Arts and Cultures of the Slave South","",Closed,8,8,0,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts- architecture, material culture, decorative arts, painting, and sculpture- it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
20997,AMST,2753,106,Discussion,"0","","","","Arts and Cultures of the Slave South","",Open,5,8,0,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts- architecture, material culture, decorative arts, painting, and sculpture- it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
20998,AMST,2753,107,Discussion,"0","","","","Arts and Cultures of the Slave South","",Closed,8,8,0,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts- architecture, material culture, decorative arts, painting, and sculpture- it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
20999,AMST,2753,108,Discussion,"0","","","","Arts and Cultures of the Slave South","",Closed,8,8,0,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts- architecture, material culture, decorative arts, painting, and sculpture- it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
21000,AMST,2753,109,Discussion,"0","","","","Arts and Cultures of the Slave South","",Open,2,8,0,"This interdisciplinary course covers the American South to the Civil War. While the course centers on the visual arts- architecture, material culture, decorative arts, painting, and sculpture- it is not designed as a regional history of art, but an exploration of the interrelations between history, material and visual cultures, foodways, music and literature in the formation of Southern identities."
14264,AMST,3001,001,Seminar,"3","","","","Theories and Methods of American Studies","",Closed,19,18,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
14545,AMST,3180,001,Lecture,"3","","","","Introduction to Asian American Studies","",Open,22,23,0,"An interdisciplinary introduction to the culture and history of Asians and Pacific Islanders in America. Examines ethnic communities such as Chinese, Japanese, Filipino, Korean, Asian Indian, and Native Hawaiian, through themes such as immigration, labor, cultural production, war, assimilation, and politics. Texts are drawn from genres such as legal cases, short fiction, musicals, documentaries, visual art, and drama."
15752,AMST,3221,001,Seminar,"3","","","","Hands-On Public History","",Open,15,16,0,"This course introduces the issues and debates that have shaped public history as a scholarly discipline, but the focus of the course will be on the contemporary practice of public history. Students will work with Special Collections to produce their own public history exhibits. Readings and field trips will provide a foundation for students' hands-on engagement with public history."
20169,AMST,3559,001,Lecture,"3","","","","New Course in American Studies","Native American Pop Culture",Closed,30,30,0,"New Course in the subject of American Studies"
20243,AMST,3559,002,Lecture,"3","","","","New Course in American Studies","Race in Latino/a Lit & Culture",Closed,10,10,0,"New Course in the subject of American Studies"
20241,AMST,3559,003,Lecture,"3","","","","New Course in American Studies","Multimedia Harlem Renaissance",Closed,8,10,0,"New Course in the subject of American Studies"
20638,AMST,3559,004,Lecture,"3","","","","New Course in American Studies","Hip-Hop As Technology",Closed,10,10,0,"New Course in the subject of American Studies"
20958,AMST,3559,005,Lecture,"3","","","","New Course in American Studies","Racial Borders & Am Cinema",Closed,10,10,0,"New Course in the subject of American Studies"
21294,AMST,3559,006,Lecture,"3","","","","New Course in American Studies","Language and New Media",Closed,10,10,0,"New Course in the subject of American Studies"
20170,AMST,4500,001,Seminar,"3","","","","Fourth-Year Seminar in American Studies","Race and Sound",Open,9,10,0,"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
