ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
20798,ACCT,2010,701,Lecture,"3","","","","Introductory Accounting I","",Closed,24,24,0,"Designed to introduce students to the language of business, the course begins with the role of financial data in contemporary society, proceeds to develop the accounting model for capturing financial data, and finishes with the problems of measuring and reporting income, assets, liabilities, and equities."
20799,ACCT,2020,701,Lecture,"3","","","","Introductory Accounting II","",Open,12,24,0,"Continuation of ACCT 2010. Approximately one third of the course deals with additional financial accounting topics, emphasizing managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized.  Prerequisite: ACCT 2010."
20800,ACCT,3110,701,Lecture,"3","","","","Intermediate Accounting I","",Open,6,24,0,"An intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and the processes through which these principles evolve.  Prerequisite: ACCT 2020."
20801,ACCT,3120,701,Lecture,"3","","","","Intermediate Accounting II","",Open,10,24,0,"Continuation of ACCT 3110, emphasizing accounting for the equities of a firm's investors and creditors. Covers special problem areas in financial accounting including accounting for leases, pensions, and income taxes.  Prerequisite: ACCT 3110."
20802,ACCT,3140,701,Lecture,"3","","","","Cost Accounting","",Open,3,24,0,"Addresses analysis of cost behavior and volume profit relationships; responsibility accounting and reporting flexible budgets; and the use of standard costs to guide and control performance.  Prerequisite: ACCT 2020."
20803,ACCT,4450,701,Lecture,"3","","","","Federal Taxation I","",Open,8,24,0,"An analysis of the federal income tax law and its application to individuals. A study is made of problems covering personal and business tax situations. Several cases are assigned for which the student prepares illustrative tax returns.  Prerequisite: ACCT 2020 or instructor permission."
20804,ACCT,4700,701,Lecture,"3","","","","Federal Accounting","",Open,21,24,0,"Provides a comprehensive overview of accounting principles, terminology, concepts, and standards unique to federal accounting to include an analysis and discussion of the laws, regulations, rule-setting organizations, and policies leading to current day federal accounting and reporting practices. Requisite: ACCT 2020"
20805,ACCT,5210,701,Lecture,"3","","","","Introductory Auditing","",Open,9,24,0,"Examines auditing methodology through a study of auditing standards. Includes the nature of evidence, program planning, work papers, internal control evaluation, types of audit tests, and audit reports.  Prerequisite: ACCT 3120."
20807,ACCT,5460,701,Lecture,"3","","","","Federal Taxation II","",Closed,0,0,0,"Analyzes of the federal income tax law and its application to corporations, shareholders, partnerships, partners, estates, and gift transactions.  Prerequisite: ACCT 4450."
18416,AIRS,100,001,Laboratory,"0","","","","Leadership Laboratory","",Open,49,100,0,"A mandatory laboratory in leadership and followership development for AFROTC cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. (2 hrs.)Â   Prerequisite: Enrollment in Air Force ROTC."
18411,AIRS,1100,001,Lecture,"1","","","","The Foundations of the U.S. Air Force","",Open,12,50,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics include mission and organization of the Air Force, officership and professionalism, military customs and courtesies, Air Force officer career opportunities.  Corequisite: AIRS 100. (2 hrs)"
18412,AIRS,1100,002,Lecture,"1","","","","The Foundations of the U.S. Air Force","",Open,6,20,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics include mission and organization of the Air Force, officership and professionalism, military customs and courtesies, Air Force officer career opportunities.  Corequisite: AIRS 100. (2 hrs)"
18413,AIRS,2100,001,Lecture,"1","","","","The Evolution of Air and Space Power","",Open,4,49,0,"Examines general aspects of air and space power through a historical perspective, from the first balloons and dirigibles through the Korean War. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)"
18414,AIRS,2100,002,Lecture,"1","","","","The Evolution of Air and Space Power","",Open,9,20,0,"Examines general aspects of air and space power through a historical perspective, from the first balloons and dirigibles through the Korean War. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)"
18418,AIRS,3100,001,Lecture,"3","","","","Concepts of Air Force Leadership and Management","",Open,5,25,0,"Focuses on the study of leadership, management fundamentals, professional knowledge,Â and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership and management situations as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
18419,AIRS,3100,002,Lecture,"3","","","","Concepts of Air Force Leadership and Management","",Open,3,25,0,"Focuses on the study of leadership, management fundamentals, professional knowledge,Â and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership and management situations as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
18415,AIRS,4100,001,Lecture,"3","","","","National Security Affairs/Preparation for Active Duty","",Open,13,20,0,"Examines the national security process, constitutional provisions, advanced leadership ethics, joint operations, and Air Force doctrine. Topics include the military as a profession, officership, civilian control of the military, and current issues affecting the military. Emphasizes refining communication skills through cadet briefings.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
21740,AIRS,4100,002,Lecture,"3","","","","National Security Affairs/Preparation for Active Duty","",Open,7,20,0,"Examines the national security process, constitutional provisions, advanced leadership ethics, joint operations, and Air Force doctrine. Topics include the military as a profession, officership, civilian control of the military, and current issues affecting the military. Emphasizes refining communication skills through cadet briefings.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
10113,ALAR,7010,001,Studio,"6","","","","Research Studio 1","",Open,1,40,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
10127,ALAR,7010,002,Studio,"6","","","","Research Studio 1","",Closed,10,10,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
10128,ALAR,7010,003,Studio,"6","","","","Research Studio 1","",Open,6,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
10276,ALAR,7010,004,Studio,"6","","","","Research Studio 1","",Open,8,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
10201,ALAR,7010,006,Studio,"6","","","","Research Studio 1","",Open,4,8,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
10205,ALAR,7010,007,Studio,"6","","","","Research Studio 1","",Open,11,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
10206,ALAR,7010,008,Studio,"6","","","","Research Studio 1","",Open,3,13,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
21614,ALAR,7010,010,Studio,"6","","","","Research Studio 1","",Open,8,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
21634,ALAR,7010,011,Studio,"6","","","","Research Studio 1","",Open,9,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
10114,ALAR,8010,001,Studio,"6","","","","Research Studio 2","",Open,11,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
10129,ALAR,8010,002,Studio,"6","","","","Research Studio 2","",Open,2,12,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
10130,ALAR,8010,003,Studio,"6","","","","Research Studio 2","",Open,6,12,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
10131,ALAR,8010,004,Studio,"6","","","","Research Studio 2","",Open,3,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
10132,ALAR,8010,005,Studio,"6","","","","Research Studio 2","",Open,3,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
10148,ALAR,8010,006,Studio,"6","","","","Research Studio 2","",Open,3,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
10207,ALAR,8010,007,Studio,"6","","","","Research Studio 2","",Open,3,12,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
10220,ALAR,8010,008,Studio,"6","","","","Research Studio 2","",Open,3,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
21635,ALAR,8010,009,Studio,"6","","","","Research Studio 2","",Open,4,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
20512,ALAR,8030,001,Studio,"6","","","","Design Studio 3","",Open,0,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ALAR 7010 and  ALAR 8010."
20513,ALAR,8030,002,Studio,"6","","","","Design Studio 3","",Open,0,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ALAR 7010 and  ALAR 8010."
20514,ALAR,8030,003,Studio,"6","","","","Design Studio 3","",Open,1,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ALAR 7010 and  ALAR 8010."
10001,ALAR,8100,001,Seminar,"3","","","","Design Research Seminar","",Open,17,30,0,"This course is for students in architecture/landscape undertaking an independent design/thesis studio in the spring semester, or students interested in strategic design thinking. Methods for initiating a thesis, research systems, documentation strategies, design experimentation, and modes of production and presentation will be covered. Collective critical discussion, analysis, and feedback as well as production of a final book will be required."
18804,ALAR,8100,002,Seminar,"3","","","","Design Research Seminar","",Open,5,18,0,"This course is for students in architecture/landscape undertaking an independent design/thesis studio in the spring semester, or students interested in strategic design thinking. Methods for initiating a thesis, research systems, documentation strategies, design experimentation, and modes of production and presentation will be covered. Collective critical discussion, analysis, and feedback as well as production of a final book will be required."
10094,ALAR,8995,001,Studio,"6","","","","Independent Design Research Studio","",Open,2,5,0,"Independent Design Research Studio. Prerequisite: ALAR 8100Â and permission of the chair."
10193,ALAR,8999,001,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Closed,4,4,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
19632,ALAR,8999,002,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Open,0,2,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
21610,ALAR,8999,003,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Closed,1,1,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
17440,AM,6020,001,Lecture,"3","","","","Continuum Mechanics With Applications","",Open,0,10,0,"Introduces continuum mechanics and mechanics of deformable solids. Vectors and cartesian tensors, stress, strain, deformation, equations of motion, constitutive laws, introduction to elasticity, thermal elasticity, viscoelasticity, plasticity, and fluids. Cross-listed as APMA 6020, MAE 6020; Taught concurrently with CE 6720.  Prerequisite: Instructor permission."
20595,AMST,1559,002,Lecture,"3","","","","New Course in American Studies","Wilderness and Real Estate",Closed,14,14,0,"New Course in the subject of American Studies"
11569,AMST,2001,100,Lecture,"3","","","","Introduction to American Studies","",Closed,121,120,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
13875,AMST,2001,101,Discussion,"0","","","","Introduction to American Studies","",Closed,20,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
13876,AMST,2001,102,Discussion,"0","","","","Introduction to American Studies","",Closed,20,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
13877,AMST,2001,103,Discussion,"0","","","","Introduction to American Studies","",Closed,21,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
15278,AMST,2001,104,Discussion,"0","","","","Introduction to American Studies","",Closed,22,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
15279,AMST,2001,105,Discussion,"0","","","","Introduction to American Studies","",Open,19,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
15280,AMST,2001,106,Discussion,"0","","","","Introduction to American Studies","",Open,19,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
19422,AMST,2422,001,Seminar,"3","","","","Point of View Journalism","",Closed,13,12,0,"This course analyzes 'point-of-view' journalism as a controversial but credible alternative to the dominant model of ''objectivity' in the U.S. news media. It will survey point-of-view journalists from Benjamin Franklin to the modern blog."
15028,AMST,2462,001,Lecture,"3","","","","Language & New Media","",Open,24,25,0,"This course investigates the interactional relationship between language and American society with a focus on New Media contexts. More specifically, it considers how language both shapes and is shaped by society in email, texting, Facebook, blogging, online gaming, YouTube, and more. Through an interdisciplinary approach, students examine how social constructions are created by, and are realized in New Media genres."
18948,AMST,2559,001,Lecture,"3","","","","New Course in American Studies","Latina/o Fictions and Films",Closed,7,20,0,"New Course in subject of American Studies."
20630,AMST,2559,002,Lecture,"3","","","","New Course in American Studies","Contemp Native American Lit",Open,6,20,0,"New Course in subject of American Studies."
14120,AMST,3001,001,Seminar,"3","","","","Theories and Methods of American Studies","",Closed,17,15,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
19542,AMST,3001,002,Seminar,"3","","","","Theories and Methods of American Studies","",Closed,16,15,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
18956,AMST,3559,001,Lecture,"3","","","","New Course in American Studies","Gender, Things, and Difference",Open,19,25,0,"New Course in the subject of American Studies"
18957,AMST,3559,002,Lecture,"3","","","","New Course in American Studies","Hip-Hop As Technology",Closed,10,10,0,"New Course in the subject of American Studies"
20340,AMST,3559,003,Lecture,"3","","","","New Course in American Studies","Cultures of Hip-Hop",Closed,31,30,0,"New Course in the subject of American Studies"
20602,AMST,3559,004,Lecture,"3","","","","New Course in American Studies","Borderlands and Pop Culture",Open,14,15,0,"New Course in the subject of American Studies"
20295,AMST,3630,001,Lecture,"3","","","","Vietnam War in Literature and Film","",Closed,15,15,0,"In the US, Vietnam signifies not a country but a lasting syndrome that haunts American politics and society, from foreign policy to popular culture. But what of the millions of Southeast Asian refugees the War created? What are the lasting legacies of the Vietnam War for Southeast Asian diasporic communities? We will examine literature and film (fictional and documentary) made by and about Americans, Vietnamese, Cambodians, Laotians, and Hmong."
15031,AMST,4500,001,Seminar,"3","","","","Fourth-Year Seminar in American Studies","Autobiography and Nationalism",Closed,3,10,0,"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
20046,AMST,4500,003,Seminar,"3","","","","Fourth-Year Seminar in American Studies","Race, Space, and Culture",Closed,6,6,0,"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
20047,AMST,4500,004,Seminar,"3","","","","Fourth-Year Seminar in American Studies","W. E. B. Du Bois",Open,4,6,0,"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
20309,AMST,4500,005,Seminar,"3","","","","Fourth-Year Seminar in American Studies","Documentary and Civil Rights",Closed,15,15,0,"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
11610,AMST,4893,001,Independent Study,"3","","","","Independent Study in Asian Pacific American Studies","",Open,0,15,0,"An elective course for students in the Asian Pacific American Studies minor. Students will work with an APAS core faculty member to support the student's own research. Topics vary, and must be approved by the APAS Director.Â "
10291,AMST,4993,001,Independent Study,"3","","","","Independent Study","",Open,1,20,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15032,AMST,4993,002,Independent Study,"3","","","","Independent Study","",Open,1,10,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15034,AMST,4993,004,Independent Study,"3","","","","Independent Study","",Open,1,10,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15035,AMST,4993,005,Independent Study,"3","","","","Independent Study","",Open,1,10,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15036,AMST,4993,006,Independent Study,"3","","","","Independent Study","",Open,2,10,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15037,AMST,4993,007,Independent Study,"3","","","","Independent Study","",Open,0,10,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15038,AMST,4993,008,Independent Study,"3","","","","Independent Study","",Open,0,10,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
