ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Disciplines,Cost
12479,AAS,2500,001,SEM,3,Alisha Gaines,mowe 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Topics Course in Africana Studies,Racial Passing in Lit&Culture,Open,4,18,0,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.","Artistic, Interpretive, & Philosophical Inquiry",
12467,AAS,2500,002,SEM,3,Nasrin Olla,tuth 9:30am - 10:45am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Topics Course in Africana Studies,"Black Hope, Black Despair",Open,0,18,0,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.","Artistic, Interpretive, & Philosophical Inquiry",
13186,AAS,2500,003,SEM,3,Sabrina Pendergrass,tuth 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Topics Course in Africana Studies,Race&Place in Af-American Life,Open,0,15,0,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.",Social & Economic Systems,
19281,AAS,2500,004,SEM,3,Sabrina Pendergrass,tuth 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Topics Course in Africana Studies,The Souls of Black Folk,Open,2,15,0,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.",Social & Economic Systems,
19282,AAS,2500,005,SEM,3,Robin Means Coleman,we 4:00pm - 6:30pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Topics Course in Africana Studies,AfricanAmericans in PopCulture,Open,2,15,0,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.","Artistic, Interpretive, & Philosophical Inquiry",
19285,AAS,2710,001,Lecture,3,FATIMA SIWAJU,we 3:30pm - 6:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Introduction to Afro-Latin America,,Open,0,20,0,This seminar examines the historical and contemporary trajectories and the cultural and intellectual contributions of Afro-descendant peoples in Latin America. Students explore the myriad ways in which Afro-Latin Americans have shaped their societies from the colonial period to the present day.,,
14410,AAS,3113,001,Lecture,3,Robin Means Coleman,mo 4:00pm - 6:30pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Horror Noire: A History of Black Americans in Horror,,Open,1,15,0,"The horror genre provides daring, unflinching lessons. It is a syllabus of our social, political, and racial world. Black horror, in particular, has established itself as a primer on the quest for social justice. What can such a boundary-pushing genre teach us about paths to solidarity and democracy? What can we learn about disrupting racism, misogyny, and anti-Blackness?","Artistic, Interpretive, & Philosophical Inquiry",
13187,AAS,3157,001,SEM,3,FATIMA SIWAJU,tu 3:30pm - 6:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Caribbean Perspectives,,Open,1,20,0,"Breaking with popular constructions of the region as a timeless tropical paradise, this course will re-define the Caribbean as the birthplace of modern forms of capitalism, globalization, and trans-nationalism. We will survey the founding moments of Caribbean history, including the imposition of slavery, the rise of plantation economies, and the development of global networks of goods and peoples.",Historical Perspectives$Social & Economic Systems,
20397,AAS,3160,001,Lecture,3,Darren Kelly,tuth 12:30pm - 1:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,African Americans in Sport,,Open,8,40,0,"This course provides a historical and analytical understanding of the issues involving race, racism, race relations in American sport. This course provides an overview of the sporting events, activism, icons, and time periods that have been shaped by Americas continued struggle to improve race relations.",,
13606,AAS,3500,001,SEM,3,Alisha Gaines,mowe 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Black South in Pop Imagination,Open,1,18,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.","Artistic, Interpretive, & Philosophical Inquiry",Low Cost Course Materials
12699,AAS,3500,002,SEM,3,Liana Richardson,tu 3:30pm - 6:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,"Race, Ethnicity & Health in US",Open,0,16,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",,No Cost Course Materials
12812,AAS,3500,003,SEM,3,Ashon Crawley,mo 6:00pm - 8:30pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Intro to Black Queer Film,Open,0,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.","Artistic, Interpretive, & Philosophical Inquiry",
13034,AAS,3500,004,SEM,3,Kimberly Fields,th 3:30pm - 6:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,RaceClassPolitics&Environment,Open,0,30,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Science & Society,
13035,AAS,3500,005,SEM,3,Kimberly Fields,we 6:00pm - 8:30pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Global Environmental Justice,Open,1,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Science & Society,
13033,AAS,3500,006,SEM,3,Lisa Shutt,tu 2:00pm - 4:30pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Africulture: Roots of US Ag,Open,1,25,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Cultures & Societies of the World$Social & Economic Systems,
13036,AAS,3500,007,SEM,3,Liana Richardson,tu 6:00pm - 8:30pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Race & Medicine in America,Open,4,16,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Science & Society,No Cost Course Materials
19558,AAS,3500,008,SEM,3,Joanna Evans,tuth 9:30am - 10:45am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Black Power & Environ Movement,Open,1,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Science & Society,
19559,AAS,3500,009,SEM,3,Jovon Moses,mowe 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Black&TransOthersGothicLitFilm,Open,0,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.","Artistic, Interpretive, & Philosophical Inquiry",
19292,AAS,3500,010,SEM,3,Adam McNeil,mowe 5:00pm - 6:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,"Black Women, Slavery & Freedom",Open,0,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Historical Perspectives,
19283,AAS,3500,011,SEM,3,Naseemah Mohamed,tuth 11:00am - 12:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Education and Conflict,Open,1,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Historical Perspectives,No Cost Course Materials
19284,AAS,3500,012,SEM,3,Naseemah Mohamed,tuth 12:30pm - 1:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Tracing Your Genealogy,Open,4,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Historical Perspectives,No Cost Course Materials
19286,AAS,3760,001,Lecture,3,Ashleigh Wade,tuth 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Reading Black Digital Culture,,Open,10,30,0,"Using a mix of scholarly and popular-press readings and an examination of digital artifacts, we will analyze the creations and contributions of Black digital culture from the mid-90s to the present. Covering topics including the early Black blogosphere; the creation of niche content sites like BlackPlanet.com; the emergence of Black Twitter; the circulation of memes, and the use second-screening.","Artistic, Interpretive, & Philosophical Inquiry$Social & Economic Systems",
12225,AAS,4080,001,IND,3,To Be Announced,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Distinguished Major Thesis II,,Open,0,10,0,Second-semester DMP students should enroll in this course to complete their theses.,,
12480,AAS,4080,002,IND,3,Kimberly Fields,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Distinguished Major Thesis II,,Open,0,10,0,Second-semester DMP students should enroll in this course to complete their theses.,,
12481,AAS,4080,003,IND,3,Theresa Davis,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Distinguished Major Thesis II,,Open,0,10,0,Second-semester DMP students should enroll in this course to complete their theses.,,
12697,AAS,4570,001,SEM,3,Liana Richardson,tuth 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Advanced Research Seminar in African-American & African Studies,RacePowerProductionofKnowledge,Open,0,16,0,"Reading, class discussion, and research on a special topic in African-American and African Studies culminating in the composition of a research paper. Topics change from term to term, and vary with the instructor. Primarily for fourth-year students but open to others.",Social & Economic Systems$Second Writing,No Cost Course Materials
19287,AAS,4570,002,SEM,3,Alexandria Smith,tuth 11:00am - 12:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Advanced Research Seminar in African-American & African Studies,Black Feminist Theory,Open,1,16,0,"Reading, class discussion, and research on a special topic in African-American and African Studies culminating in the composition of a research paper. Topics change from term to term, and vary with the instructor. Primarily for fourth-year students but open to others.","Artistic, Interpretive, & Philosophical Inquiry$Second Writing",
14338,AAS,4993,001,IND,1 - 12,To Be Announced,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Independent Study,,Open,0,2,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages.",,
13604,AAS,7000,001,SEM,3,Robert Vinson,th 2:00pm - 4:30pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Introduction to Africana Studies,,Open,2,12,0,"This is an introductory course that will survey selected recent and classic texts in the interdisciplinary fields of African American, African, and Caribbean Studies. By the end of the course, students will be prepared to identify and understand major themes that have shaped the development of the discipline of Africana Studies.",,
12486,AAS,9710,001,IND,12,Robert Vinson,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Woodson Institute Fellows Pre- and Post-Doctoral Research,,Open,0,15,0,This is a supervised research course without formal classroom instruction.,,
18829,AIRS,100,001,Laboratory,0,"Glen Gilson, Cary Mittelmark, DJ Smith, David Gupton",tu 3:30pm - 5:30pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Leadership Laboratory,,Open,3,100,0,"A mandatory laboratory in leadership and followership development for AFROTC cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. (2 hrs.)  Prerequisite: Enrollment in Air Force ROTC.",,
18921,AIRS,100,002,Laboratory,0,"Glen Gilson, Cary Mittelmark, DJ Smith, David Gupton",tu 3:30pm - 5:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Leadership Laboratory,,Open,0,1,0,"A mandatory laboratory in leadership and followership development for AFROTC cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. (2 hrs.)  Prerequisite: Enrollment in Air Force ROTC.",,
18824,AIRS,1200,001,Lecture,1,"Kevin Bibb, Cary Mittelmark",tu 1:00pm - 1:50pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Foundations of USAF II,,Open,0,50,0,"This course provides an introduction to the Air Force, hopefully encouraging students to pursue an AF career or at least seek additional information to be better informed about the role of the USAF. The course allows students to examine general aspects of the Department of the Air Force, AF Leadership, Air Force benefits, and opportunities for AF officers. Students should demonstrate basic verbal and written communication skills.",,
18825,AIRS,1200,002,Lecture,1,"Kevin Bibb, Cary Mittelmark",we 1:00pm - 1:50pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Foundations of USAF II,,Open,0,35,0,"This course provides an introduction to the Air Force, hopefully encouraging students to pursue an AF career or at least seek additional information to be better informed about the role of the USAF. The course allows students to examine general aspects of the Department of the Air Force, AF Leadership, Air Force benefits, and opportunities for AF officers. Students should demonstrate basic verbal and written communication skills.",,
18875,AIRS,2200,001,Lecture,1,"David Gupton, Cary Mittelmark, Kevin Bibb",tu 2:00pm - 2:50pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Team and Leadership Fundamentals II,,Open,0,35,0,"This course is designed to provide a fundamental understanding of both leadership and team building. There are many layers to leadership, including aspects that don't always jump to mind. Such things include listening, understanding yourself, being a good follower, and problem solving efficiently. Students will apply these leadership perspectives when completing team building activities and discussing things such as conflict management. Students should demonstrate basic verbal and written communication skills.",,
18826,AIRS,2200,002,Lecture,1,"David Gupton, Cary Mittelmark, Kevin Bibb",we 2:00pm - 2:50pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Team and Leadership Fundamentals II,,Open,0,35,0,"This course is designed to provide a fundamental understanding of both leadership and team building. There are many layers to leadership, including aspects that don't always jump to mind. Such things include listening, understanding yourself, being a good follower, and problem solving efficiently. Students will apply these leadership perspectives when completing team building activities and discussing things such as conflict management. Students should demonstrate basic verbal and written communication skills.",,
18827,AIRS,3200,001,Lecture,3,"Glen Gilson, Cary Mittelmark, Kevin Bibb",tu 12:30pm - 1:45pm,***,01/12/2026 - 04/28/2026,Glen Gilson,tu 2:00pm - 3:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,Concepts of Air Force Leadership and Management,,Open,0,25,0,"Focuses on the study of leadership, management fundamentals, professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership, core values, and military ethics as a means of demonstrating and exercising practical application of the concepts being studied. Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)",,
18830,AIRS,3200,002,Lecture,3,"Glen Gilson, Cary Mittelmark, Kevin Bibb",mo 12:30pm - 3:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Concepts of Air Force Leadership and Management,,Open,0,15,0,"Focuses on the study of leadership, management fundamentals, professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership, core values, and military ethics as a means of demonstrating and exercising practical application of the concepts being studied. Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)",,
18828,AIRS,4200,001,Lecture,3,"Jason Bell, Cary Mittelmark, Daniel Moy, Kevin Bibb",tu 12:30pm - 1:45pm,***,01/12/2026 - 04/28/2026,,tu 2:00pm - 3:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,National Security Affairs/Preparation for Active Duty,,Open,0,24,0,"Examines military law, regional studies, advanced leadership ethics, and Air Force doctrine. Topics include the military as a profession, officership, preparation for active duty, and current issues affecting the military. Emphasizes refining communication skills through cadet presentations. Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)",,
18831,AIRS,4200,002,Lecture,3,"Jason Bell, Cary Mittelmark, Daniel Moy, Kevin Bibb",we 8:30am - 11:00am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,National Security Affairs/Preparation for Active Duty,,Open,2,24,0,"Examines military law, regional studies, advanced leadership ethics, and Air Force doctrine. Topics include the military as a profession, officership, preparation for active duty, and current issues affecting the military. Emphasizes refining communication skills through cadet presentations. Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)",,
10032,ALAR,8020,001,STO,6,To Be Announced,tuth 12:30pm - 5:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Research Studio 2,,Open,33,80,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs. Some studios sections for this course may have an embedded travel. Prerequisite: ALAR 8010",,
10088,ALAR,8995,002,STO,6,"Matthew Jull, Nana Last",tuth 12:30pm - 5:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Thesis II,,Open,18,28,0,Thesis II . Prerequisite: ALAR 8100 and permission of the chair.,,
20967,AMST,2421,001,SEM,3,Anneleise Azua,tuth 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Borderlands Food and Culture,,Open,7,15,0,"This course examines foodways (the ideas, practices, and material realities surrounding food) through the interdisciplinary lens of American Studies. Focusing on borderlands as sites of cultural exchange, conflict, and creativity, we will explore how food shapes and is shaped by histories of migration, empire, race, class, gender, and labor.",Cultures & Societies of the World,
13272,AMST,2500,001,Lecture,3,David Coyoca,tuth 9:30am - 10:45am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Major Works for American Studies,Commodify Race/Gender/Sexualty,Open,7,18,0,Topics vary according to instructor. The goal of the course is to introduce students to interdisciplinary work in American Studies by juxtaposing works across disciplinary boundaries and from different methodological perspectives.,"Artistic, Interpretive, & Philosophical Inquiry",
20127,AMST,2559,001,Lecture,3,David Coyoca,tuth 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,New Course in American Studies,Coming of Age in the U.S.,Open,9,18,0,New Course in subject of American Studies.,"Artistic, Interpretive, & Philosophical Inquiry",
13215,AMST,3001,001,SEM,3,Sandhya Shukla,tuth 9:30am - 10:45am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Theories and Methods of American Studies,,Open,0,18,0,This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States. Prerequisites: American Studies Major,"Artistic, Interpretive, & Philosophical Inquiry",
11997,AMST,3180,100,Lecture,3,Sylvia Chong,mowe 9:00am - 9:50am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Introduction to Asian American Studies,,Open,2,60,0,"An interdisciplinary introduction to the culture and history of Asians and Pacific Islanders in America. Examines ethnic communities such as Chinese, Japanese, Filipino, Korean, Asian Indian, and Native Hawaiian, through themes such as immigration, labor, cultural production, war, assimilation, and politics. Texts are drawn from genres such as legal cases, short fiction, musicals, documentaries, visual art, and drama.",Cultures & Societies of the World$Historical Perspectives,
12447,AMST,3180,101,Discussion,0,To Be Announced,fr 12:00pm - 12:50pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Introduction to Asian American Studies,,Open,0,15,0,"An interdisciplinary introduction to the culture and history of Asians and Pacific Islanders in America. Examines ethnic communities such as Chinese, Japanese, Filipino, Korean, Asian Indian, and Native Hawaiian, through themes such as immigration, labor, cultural production, war, assimilation, and politics. Texts are drawn from genres such as legal cases, short fiction, musicals, documentaries, visual art, and drama.",Cultures & Societies of the World$Historical Perspectives,
