ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,WaitlistLimit,Description,Disciplines,Cost
13083,AAS,2500,001,SEM,3,Shelby Sinclair,tuth 2:00pm - 3:15pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Topics Course in Africana Studies,"Black Life, Power& the Archive",Closed,15,15,0,199,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.","Artistic, Interpretive, & Philosophical Inquiry",Low Cost Course Materials
13059,AAS,2500,002,SEM,3,Liana Richardson,mowe 5:00pm - 6:15pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Topics Course in Africana Studies,"Race, Class & Gender",Open,14,16,0,199,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.",Social & Economic Systems,No Cost Course Materials
14317,AAS,2500,004,SEM,3,Naseemah Mohamed,tuth 9:30am - 10:45am,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Topics Course in Africana Studies,African Liberation Struggles,Open,13,18,0,199,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.",Historical Perspectives,
20025,AAS,2559,001,Lecture,3,Robin Means Coleman,we 4:00pm - 6:30pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,New Course in African and African American Studies,African American Pop Culture,Closed,15,15,0,0,New course in the subject of African and African American Studies,"Artistic, Interpretive, & Philosophical Inquiry",
21274,AAS,3113,001,Lecture,3,Robin Means Coleman,mo 4:00pm - 6:30pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Horror Noire: A History of Black Americans in Horror,,Open,12,14,0,0,"The horror genre provides daring, unflinching lessons. It is a syllabus of our social, political, and racial world. Black horror, in particular, has established itself as a primer on the quest for social justice. What can such a boundary-pushing genre teach us about paths to solidarity and democracy? What can we learn about disrupting racism, misogyny, and anti-Blackness?","Artistic, Interpretive, & Philosophical Inquiry",
14318,AAS,3157,001,SEM,3,FATIMA SIWAJU,tu 3:30pm - 6:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Caribbean Perspectives,,Open,18,20,0,199,"Breaking with popular constructions of the region as a timeless tropical paradise, this course will re-define the Caribbean as the birthplace of modern forms of capitalism, globalization, and trans-nationalism. We will survey the founding moments of Caribbean history, including the imposition of slavery, the rise of plantation economies, and the development of global networks of goods and peoples.",Historical Perspectives$Social & Economic Systems,No Cost Course Materials
19102,AAS,3500,001,SEM,3,Kache Claytor,mowe 3:30pm - 4:45pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,LatinAmerRaceGenderEnvrJustice,Open,15,16,0,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Science & Society,Low Cost Course Materials
13432,AAS,3500,002,SEM,3,Nasrin Olla,tuth 3:30pm - 4:45pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Rethinking Race and Gender,Open,3,20,0,199,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Social & Economic Systems,
13598,AAS,3500,003,SEM,3,Ashon Crawley,mo 6:00pm - 8:30pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Intro to Black Queer Film,Open,17,20,0,199,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.","Artistic, Interpretive, & Philosophical Inquiry",
13969,AAS,3500,005,SEM,3,Kimberly Fields,tu 3:30pm - 6:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,RaceClassPolitics&Environment,Open,25,30,0,199,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Science & Society,
13970,AAS,3500,006,SEM,3,Kimberly Fields,we 6:00pm - 8:30pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Global Environmental Justice,Open,15,20,0,199,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Science & Society,
13968,AAS,3500,007,SEM,3,Lisa Shutt,tu 2:00pm - 4:30pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Africulture: Roots of US Ag,Open,23,25,0,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Cultures & Societies of the World$Social & Economic Systems,No Cost Course Materials
13972,AAS,3500,008,SEM,3,Liana Richardson,we 2:00pm - 4:30pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Intermediate Seminar in African-American & African Studies,Race & Medicine in America,Open,15,16,0,199,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies. Topics change from term to term, and vary with the instructor.",Science & Society,No Cost Course Materials
19105,AAS,3559,001,SEM,3,Darren Kelly,tuth 12:30pm - 1:45pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,New Course in African and African American Studies,African Americans in Sport,Closed,19,17,0,0,New course in the subject of African and African American Studies.,Social & Economic Systems,
19106,AAS,3559,002,SEM,3,Salma Mutwafy,tuth 9:30am - 10:45am,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,New Course in African and African American Studies,Africa's Youth: Perspectives,Closed,16,16,0,199,New course in the subject of African and African American Studies.,Cultures & Societies of the World$Social & Economic Systems,Low Cost Course Materials
20594,AAS,3559,004,SEM,3,Shelby Sinclair,tuth 11:00am - 12:15pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,New Course in African and African American Studies,Haiti and the US,Open,18,25,0,999,New course in the subject of African and African American Studies.,Cultures & Societies of the World$Historical Perspectives,Low Cost Course Materials
20076,AAS,3559,005,SEM,3,Guy Mount,mo 2:00pm - 4:30pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,New Course in African and African American Studies,Reparations&BlackRad.Tradition,Open,7,16,0,199,New course in the subject of African and African American Studies.,Social & Economic Systems,No Cost Course Materials
19101,AAS,3830,001,SEM,3,Njelle Hamilton,mowe 2:00pm - 3:15pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,"Being Human: Race, Technology, and the Arts",,Open,14,16,0,0,"This course is an introduction to Afrofuturism, exploring race and alienness, race and technology, and race and modernity through global futuristic representations of blackness in TV, film, music, art, and literature.","Artistic, Interpretive, & Philosophical Inquiry",
12748,AAS,4080,002,IND,3,Lisa Shutt,tba,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Distinguished Major Thesis II,,Open,1,10,0,0,Second-semester DMP students should enroll in this course to complete their theses.,,
13084,AAS,4080,003,IND,3,Kimberly Fields,tba,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Distinguished Major Thesis II,,Open,0,10,0,0,Second-semester DMP students should enroll in this course to complete their theses.,,
13085,AAS,4080,004,IND,3,Theresa Davis,tba,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Distinguished Major Thesis II,,Open,1,10,0,0,Second-semester DMP students should enroll in this course to complete their theses.,,
13431,AAS,4501,001,SEM,4,Lisa Shutt,th 2:00pm - 5:30pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Advanced Research Seminar in History & AAS,Engaging Local Histories,Open,8,10,0,0,"Reading, class discussion, and research on a special topic in African-American and African Studies culminating in the composition of a research paper. Topics change from term to term, and vary with the instructor. Primarily for fourth-year AAS and History students--double majors and others. Crosslisted with the History major seminar.",Historical Perspectives$Second Writing,No Cost Course Materials
13430,AAS,4570,001,SEM,3,Naseemah Mohamed,tu 6:00pm - 8:30pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Advanced Research Seminar in African-American & African Studies,Researching Ancestry&Heritage,Open,10,14,0,199,"Reading, class discussion, and research on a special topic in African-American and African Studies culminating in the composition of a research paper. Topics change from term to term, and vary with the instructor. Primarily for fourth-year students but open to others.",Historical Perspectives$Second Writing,
21088,AAS,4993,001,IND,1 - 12,Lisa Shutt,tba,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Independent Study,,Closed,2,2,0,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages.",,
19099,AAS,7000,001,SEM,3,Kevin Gaines,th 3:30pm - 6:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Introduction to Africana Studies,,Open,6,12,0,0,"This is an introductory course that will survey selected recent and classic texts in the interdisciplinary fields of African American, African, and Caribbean Studies. By the end of the course, students will be prepared to identify and understand major themes that have shaped the development of the discipline of Africana Studies.",,
13092,AAS,9710,001,IND,12,Kevin Gaines,tba,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Woodson Institute Fellows Pre- and Post-Doctoral Research,,Open,8,15,0,0,This is a supervised research course without formal classroom instruction.,,
20088,ACCT,3010,701,Lecture,3,Nammy Lee,mo 6:30pm - 9:30pm,***,01/13/2025 - 04/28/2025,,,,,,,,,,,,,Introductory Accounting I,,Open,18,24,0,0,"Designed to introduce students to the language of business, the course begins with the role of financial data in contemporary society, proceeds to develop the accounting model for capturing financial data, and finishes with the problems of measuring and reporting income, assets, liabilities, and equities.",,
20777,ACCT,3020,701,Lecture,3,Rich Lahijani,mo 6:30pm - 9:30pm,***,01/13/2025 - 04/28/2025,,,,,,,,,,,,,Introductory Accounting II,,Open,13,24,0,0,"Continuation of ACCT 3010. Explores additional financial accounting topics with focus on managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized. Prerequisite: ACCT 3010",,
20089,ACCT,5110,701,Lecture,3,Leon Hutton,tu 6:30pm - 9:30pm,***,01/14/2025 - 04/29/2025,,,,,,,,,,,,,Intermediate Accounting I,,Open,22,24,0,0,"Provides an intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and underlying processes behind principles. Prerequisite: ACCT 3020",,
20090,ACCT,5120,701,Lecture,3,Ambrose Jones,we 6:30pm - 9:30pm,***,01/15/2025 - 04/23/2025,,,,,,,,,,,,,Intermediate Accounting II,,Open,11,24,0,0,"Continuation of ACCT 5110. Provides an in-depth study of accounting for the equities of a firm's investors and creditors. Covers special problem areas in financial accounting including accounting for leases, pensions, and income taxes. Prerequisite: ACCT 5110",,
20091,ACCT,5200,701,Lecture,3,Richard Evans,th 6:30pm - 9:30pm,***,01/16/2025 - 04/24/2025,,,,,,,,,,,,,Introduction to Accounting Information Systems,,Open,31,32,0,0,"Explores how accounting information systems are designed and implemented to meet organizational accounting and decision-making needs. Analyze how capabilities and limitations inherent to current technology may shape organizational operations and strategy. Topics include firm value of AIS, block chain, artificial intelligence, mapping business processes, database design and queries, internal controls, mitigating information risks, and more.",,
20600,ACCT,5250,701,Lecture,3,Derek Henrichs,we 6:30pm - 9:30pm,***,01/15/2025 - 04/23/2025,,,,,,,,,,,,,Advanced Auditing,,Open,9,24,0,0,"Builds on the concepts and practice examples from introductory auditing to provide students with an in-depth understanding of professional standards, the audit process, advanced audit techniques, and the auditor's role in ensuring that publicly issued financial statements are fairly presented.Prerequisite: ACCT 5210.",,
20294,ACCT,5310,701,Lecture,3,Dana Lee,mo 6:30pm - 9:30pm,***,01/13/2025 - 04/28/2025,,,,,,,,,,,,,Selected Topics in Advanced Accounting,,Open,12,24,0,0,"Studies accounting and financial reporting for partnerships, business enterprise segments, home office/branch office, foreign transactions and translation, business combinations, and other intercorporate investments and consolidated statements. Prerequisite: ACCT 5120",,
20092,ACCT,5410,701,Lecture,3,Michael Hood,tu 6:30pm - 9:30pm,***,01/14/2025 - 04/29/2025,,,,,,,,,,,,,Fraud Examination,,Open,18,24,0,0,"Focuses on the principles and methodology of fraud detection and deterrence. Examines how and why occupational fraud is committed, how fraudulent conduct can be deterred, and how allegations of fraud should be investigated and resolved. Prerequisite: ACCT 5120",,
20184,ACCT,5450,701,Lecture,3,Harvey Hutchinson,we 6:30pm - 9:30pm,***,01/15/2025 - 04/23/2025,,,,,,,,,,,,,Federal Taxation I,,Open,9,24,0,0,Analyzes the federal income tax law and its application to individuals. Creates a study of problems covering personal and business tax situations. Assigns several cases for which the student prepares illustrative tax returns. Prerequisite: ACCT 3020 or Instructor Permission,,
20598,ACCT,5460,701,Lecture,3,Travis Bartee,tu 6:30pm - 9:30pm,***,01/14/2025 - 04/29/2025,,,,,,,,,,,,,Federal Taxation II,,Open,9,24,0,0,"Analyzes the federal income tax law and its application to corporations, shareholders, partnerships, partners, estates, and gift transactions. Prerequisite: ACCT 5120.",,
16669,AIRS,100,001,Laboratory,0,"Glen Gilson, David Gupton",tu 3:30pm - 5:30pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Leadership Laboratory,,Open,62,100,0,199,"A mandatory laboratory in leadership and followership development for AFROTC cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. (2 hrs.)  Prerequisite: Enrollment in Air Force ROTC.",,
21948,AIRS,100,002,Laboratory,0,"Glen Gilson, David Gupton",tu 3:30pm - 5:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Leadership Laboratory,,Closed,1,1,0,0,"A mandatory laboratory in leadership and followership development for AFROTC cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. (2 hrs.)  Prerequisite: Enrollment in Air Force ROTC.",,
16664,AIRS,1200,001,Lecture,1,Kevin Bibb,tu 1:00pm - 1:50pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Foundations of USAF II,,Open,17,50,0,199,"This course provides an introduction to the Air Force, hopefully encouraging students to pursue an AF career or at least seek additional information to be better informed about the role of the USAF. The course allows students to examine general aspects of the Department of the Air Force, AF Leadership, Air Force benefits, and opportunities for AF officers. Students should demonstrate basic verbal and written communication skills.",,
16665,AIRS,1200,002,Lecture,1,Kevin Bibb,we 1:00pm - 1:50pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Foundations of USAF II,,Open,9,35,0,199,"This course provides an introduction to the Air Force, hopefully encouraging students to pursue an AF career or at least seek additional information to be better informed about the role of the USAF. The course allows students to examine general aspects of the Department of the Air Force, AF Leadership, Air Force benefits, and opportunities for AF officers. Students should demonstrate basic verbal and written communication skills.",,
16717,AIRS,2200,001,Lecture,1,"David Gupton, Kevin Bibb",tu 2:00pm - 2:50pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Team and Leadership Fundamentals II,,Open,15,35,0,199,"This course is designed to provide a fundamental understanding of both leadership and team building. There are many layers to leadership, including aspects that don't always jump to mind. Such things include listening, understanding yourself, being a good follower, and problem solving efficiently. Students will apply these leadership perspectives when completing team building activities and discussing things such as conflict management. Students should demonstrate basic verbal and written communication skills.",,
16666,AIRS,2200,002,Lecture,1,"David Gupton, Kevin Bibb",we 2:00pm - 2:50pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Team and Leadership Fundamentals II,,Open,7,35,0,199,"This course is designed to provide a fundamental understanding of both leadership and team building. There are many layers to leadership, including aspects that don't always jump to mind. Such things include listening, understanding yourself, being a good follower, and problem solving efficiently. Students will apply these leadership perspectives when completing team building activities and discussing things such as conflict management. Students should demonstrate basic verbal and written communication skills.",,
16667,AIRS,3200,001,Lecture,3,"Glen Gilson, Kevin Bibb",tu 12:30pm - 1:45pm,***,01/13/2025 - 04/29/2025,Glen Gilson,tu 2:00pm - 3:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,Concepts of Air Force Leadership and Management,,Open,8,25,0,199,"Focuses on the study of leadership, management fundamentals, professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership, core values, and military ethics as a means of demonstrating and exercising practical application of the concepts being studied. Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)",,
16670,AIRS,3200,002,Lecture,3,"Glen Gilson, Kevin Bibb",mo 12:30pm - 3:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Concepts of Air Force Leadership and Management,,Open,5,15,0,199,"Focuses on the study of leadership, management fundamentals, professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership, core values, and military ethics as a means of demonstrating and exercising practical application of the concepts being studied. Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)",,
16668,AIRS,4200,001,Lecture,3,"Jason Bell, Kevin Bibb",tu 12:30pm - 1:45pm,***,01/13/2025 - 04/29/2025,,tu 2:00pm - 3:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,National Security Affairs/Preparation for Active Duty,,Open,7,24,0,199,"Examines military law, regional studies, advanced leadership ethics, and Air Force doctrine. Topics include the military as a profession, officership, preparation for active duty, and current issues affecting the military. Emphasizes refining communication skills through cadet presentations. Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)",,
16671,AIRS,4200,002,Lecture,3,"Jason Bell, Kevin Bibb",we 8:30am - 11:00am,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,National Security Affairs/Preparation for Active Duty,,Open,5,24,0,199,"Examines military law, regional studies, advanced leadership ethics, and Air Force doctrine. Topics include the military as a profession, officership, preparation for active duty, and current issues affecting the military. Emphasizes refining communication skills through cadet presentations. Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)",,
10378,ALAR,8020,001,STO,6,John Comazzi,tuth 12:30pm - 5:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Research Studio 2,,Open,3,80,0,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs. Some studios sections for this course may have an embedded travel. Prerequisite: ALAR 8010",,
10408,ALAR,8020,002,STO,6,"Shiqiao Li, Zhang Ke",tuth 12:30pm - 5:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Research Studio 2,,Open,12,25,0,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs. Some studios sections for this course may have an embedded travel. Prerequisite: ALAR 8010",,
10443,ALAR,8020,003,STO,6,Earl Mark,tuth 12:30pm - 5:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Research Studio 2,,Open,10,25,0,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs. Some studios sections for this course may have an embedded travel. Prerequisite: ALAR 8010",,
10388,ALAR,8020,004,STO,6,Kyle Schumann,tuth 12:30pm - 5:00pm,***,01/13/2025 - 04/29/2025,,,,,,,,,,,,,Research Studio 2,,Open,9,15,0,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs. Some studios sections for this course may have an embedded travel. Prerequisite: ALAR 8010",,
