ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10116,ASTR,572,4021,Lecture,"3","","","","Fundamental Concepts in Astr","",Closed,0,5,0,""
10117,ASTR,576,1171,Lecture,"3","","","","General Topics in Astronomy","",Closed,0,5,0,""
10119,ASTR,898,2020,Independent Study,"3 - 6","","","","Non-Topical Research","",Closed,3,15,0,""
10120,ASTR,995,2021,Independent Study,"3 - 6","","","","Directed Research","",Closed,0,15,0,""
10121,ASTR,999,2022,Independent Study,"3 - 6","","","","Non-Topical Research","",Closed,25,30,0,""
10122,BIMS,997,203H,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,9,25,0,""
10123,BIMS,999,203K,Independent Study,"1 - 12","","","","Non-Topical Research","",Closed,0,25,0,""
10124,BIOC,997,2176,Independent Study,"3 - 6","","","","Non-Topical Research","",Open,22,30,0,""
10125,BIOC,999,2177,Independent Study,"3 - 6","","","","Non-Topical Research","",Open,27,40,0,""
10126,BIOL,201,1025,Lecture,"3","","","","Intro Biol:Cell Biol & Genetic","",Open,37,75,0,""
10127,BIOL,202,4023,Lecture,"3","","","","Intro Biol:Orgnsml & Evol Biol","",Open,31,50,0,""
10128,BIOL,203,1026,Lecture,"2","","","","Intro to Biology Lab/Lecture","",Open,33,48,0,""
10129,BIOL,204,4024,Lecture,"2","","","","Intro to Biology Lab/Lecture","",Open,25,48,0,""
10130,BIOL,206,102R,Lecture,"3","","","","Human Physiology and Anatomy I","",Closed,30,30,0,""
10131,BIOL,206L,102S,Laboratory,"1","","","","Hum Phy & Anatomy I Lab","",Open,14,20,0,""
10132,BIOL,207,4025,Lecture,"3","","","","Human Physiology & Anatomy II","",Open,15,30,0,""
10133,BIOL,207L,4026,Laboratory,"1","","","","Hum Phy & Anatomy II Lab","",Open,10,20,0,""
10134,BIOL,315,401N,Laboratory,"2 - 3","","","","Microbiology Laboratory","",Open,18,48,0,""
10135,BIOL,350Z,5971,Lecture,"4","","","","Field Biol San Salvador","",Closed,20,40,0,""
10136,BIOL,351,308A,Lecture,"4","","","","Plant Biodiversity & Cons","",Closed,7,12,0,""
10137,BIOL,358,308B,Lecture,"4","","","","Evol Plant Reproduc Strategies","",Open,3,12,0,""
10138,BIOL,359,308C,Lecture,"4","","","","Biology of Birds","",Closed,5,12,0,""
10139,BIOL,385,1080,Lecture,"1 - 3","","","","Selected Topics","",Closed,0,20,0,""
10141,BIOL,385,2023,Lecture,"1 - 3","","","","Selected Topics","",Closed,0,15,0,""
10140,BIOL,385,4193,Lecture,"1 - 3","","","","Selected Topics","",Closed,0,20,0,""
10142,BIOL,386,1092,Independent Study,"1 - 3","","","","Selected Topics in Biology","",Closed,0,20,0,""
10144,BIOL,386,2024,Independent Study,"1 - 3","","","","Selected Topics in Biology","",Closed,0,15,0,""
10143,BIOL,386,4194,Independent Study,"1 - 3","","","","Selected Topics in Biology","",Closed,0,20,0,""
10145,BIOL,463,308D,Lecture,"3","","","","Stream Ecology","",Open,11,12,0,""
10146,BIOL,464,308E,Lecture,"4","","","","Forest Ecology","",Closed,8,12,0,""
10147,BIOL,465,401Y,Lecture,"3","","","","Molecular Biol of Human Diseas","",Open,16,50,0,""
10148,BIOL,491,1191,Independent Study,"2","","","","Independent Research I","",Closed,0,15,0,""
10150,BIOL,491,2042,Independent Study,"2","","","","Independent Research I","",Closed,0,15,0,""
10149,BIOL,491,4085,Independent Study,"2","","","","Independent Research I","",Open,1,15,0,""
10151,BIOL,492,1192,Independent Study,"3","","","","Independent Research II","",Closed,1,15,0,""
10153,BIOL,492,2046,Independent Study,"2","","","","Independent Research II","",Closed,0,15,0,""
10152,BIOL,492,4207,Independent Study,"2","","","","Independent Research II","",Closed,0,15,0,""
10154,BIOL,493,1198,Independent Study,"2","","","","Independent Research III","",Closed,0,15,0,""
10156,BIOL,493,2056,Independent Study,"2","","","","Independent Research III","",Closed,0,15,0,""
10155,BIOL,493,4089,Independent Study,"2","","","","Independent Research III","",Closed,2,15,0,""
10157,BIOL,494,1203,Independent Study,"2","","","","Independent Research IV","",Closed,0,15,0,""
10159,BIOL,494,2057,Independent Study,"2","","","","Independent Research IV","",Closed,0,15,0,""
10158,BIOL,494,4205,Independent Study,"2","","","","Independent Research IV","",Closed,0,10,0,""
10160,BIOL,498,003V,Independent Study,"2","","","","Independent Research VIII","",Open,0,10,0,""
10161,BIOL,498,103Q,Independent Study,"2","","","","Independent Research VIII","",Closed,0,10,0,""
10162,BIOL,498,401C,Independent Study,"2","","","","Independent Research VIII","",Closed,1,10,0,""
10163,BIOL,501,104X,Lecture,"4","","","","Biochemistry","",Open,5,30,0,""
10164,BIOL,597,0000,Independent Study,"1 - 6","","","","Biological Research","",Closed,0,12,0,""
11281,BIOL,597,303U,Independent Study,"1 - 5","","","","Biological Research","",Open,1,12,0,""
11282,BIOL,598,3033,Independent Study,"1 - 6","","","","Biological Research","",Open,0,12,0,""
11283,BIOL,599,3037,Independent Study,"1 - 4","","","","Biological Research","",Open,0,12,0,""
10167,BIOL,711,2033,Independent Study,"1 - 4","","","","Independent Study in Biology","",Closed,0,15,0,""
10168,BIOL,851,308F,Lecture,"4","","","","Plant Biodiversity & Cons","",Closed,0,12,0,""
10169,BIOL,858,308G,Lecture,"4","","","","Evol Plant Reproduc Strategies","",Closed,1,12,0,""
10170,BIOL,859,308H,Lecture,"4","","","","Biology of Birds","",Closed,0,12,0,""
10171,BIOL,863,308K,Lecture,"3","","","","Stream Ecology","",Closed,1,12,0,""
10172,BIOL,864,308M,Lecture,"4","","","","Forest Ecology","",Closed,1,12,0,""
10173,BIOL,897,2034,Independent Study,"3 - 6","","","","Non-Topical Research","",Closed,0,15,0,""
10174,BIOL,898,2035,Independent Study,"3 - 6","","","","Non-Topical Research","",Closed,0,15,0,""
10175,BIOL,996,2078,Lecture,"1 - 12","","","","Research","",Closed,0,15,0,""
10176,BIOL,997,2036,Independent Study,"3 - 6","","","","Non-Topical Research","",Closed,0,15,0,""
10177,BIOL,999,2037,Independent Study,"3 - 6","","","","Non-Topical Research","",Closed,3,15,0,""
10178,BIOM,453,2467,Independent Study,"1 - 3","","","","Adv Projects in Biomed Engr","",Closed,0,10,0,""
10179,BIOM,693,2302,Independent Study,"1 - 6","","","","Independent Study","",Closed,0,15,0,""
10180,BIOM,695,2303,Independent Study,"1 - 6","","","","Supervised Project Research","",Closed,0,15,0,""
10181,BIOM,793,2304,Independent Study,"1 - 6","","","","Independent Study","",Closed,0,15,0,""
10182,BIOM,795,2241,Independent Study,"1 - 6","","","","Supervised Project Research","",Closed,0,15,0,""
10183,BIOM,895,2305,Independent Study,"3 - 6","","","","Supervised Projects Research","",Closed,0,15,0,""
10184,BIOM,897,2306,Independent Study,"3 - 6","","","","Graduate Teaching Instruction","",Closed,0,15,0,""
10185,BIOM,898,2307,Independent Study,"3 - 6","","","","Masters Thesis Research","",Open,21,30,0,""
10186,BIOM,997,2308,Independent Study,"3 - 6","","","","Graduate Teaching Instruction","",Closed,0,20,0,""
10187,BIOM,999,2309,Independent Study,"3 - 6","","","","Dissertation","",Open,47,100,0,""
10188,BIOP,897,2096,Independent Study,"3 - 6","","","","Non-Topical Research","",Closed,0,15,0,""
10189,BIOP,898,2097,Independent Study,"3 - 6","","","","Non-Topical Research","",Closed,0,15,0,""
10190,BIOP,995,2098,Lecture,"3 - 6","","","","Non-UVa Transfer/Test Credit","",Closed,0,15,0,""
10191,BIOP,997,2099,Independent Study,"3 - 6","","","","Non-Topical Research","",Closed,0,15,0,""
10192,BIOP,999,2100,Independent Study,"3 - 6","","","","Non-Topical Research","",Open,38,50,0,""
11423,BUS,501,6796,Lecture,"3","","","","Information Security Mgmt","",Open,5,24,0,""
11441,BUS,504,6797,Lecture,"3","","","","Create/Conduct Security Audit","",Open,9,24,0,""
11442,BUS,507,6798,Lecture,"3","","","","C I S S P Exam Preparation","",Open,3,24,0,""
10193,BUS,530W,6785,Lecture,"3","","","","Ldrshp in Tech Organization","",Open,9,24,0,""
10194,CE,230,1004,Lecture,"3","","","","Statics","",Open,10,15,0,""
10195,CE,231,4000,Lecture,"3","","","","Strength of Materials","",Open,10,15,0,""
10196,CE,451,1122,Lecture,"3","","","","Spec Topic Civil Engineering","",Closed,0,15,0,""
10197,CE,452,103T,Lecture,"3","","","","Spec Topic Civil Engineering","",Closed,0,15,0,""
10199,CE,452,201T,Lecture,"3","","","","Spec Topic Civil Engineering","",Closed,0,15,0,""
10198,CE,452,4140,Lecture,"3","","","","Spec Topic Civil Engineering","",Closed,0,15,0,""
10200,CE,495,1039,Independent Study,"3","","","","Civil Engineering Research","",Open,0,15,0,""
10201,CE,496,401H,Independent Study,"3","","","","Civil Engineering Research","",Closed,0,15,0,""
10202,CE,693,2322,Independent Study,"3 - 6","","","","Independent Study","",Closed,0,15,0,""
10203,CE,695,2323,Independent Study,"1 - 6","","","","Supervised Project Research","",Closed,0,15,0,""
10204,CE,793,2324,Independent Study,"3 - 6","","","","Independent Study","",Closed,0,15,0,""
10205,CE,795,2029,Independent Study,"1 - 6","","","","Supervised Project Research","",Closed,0,15,0,""
10206,CE,895,2030,Lecture,"3 - 6","","","","Supervised Study","",Closed,0,15,0,""
10207,CE,897,2326,Independent Study,"3 - 6","","","","Graduate Teaching Instruction","",Closed,0,15,0,""
10208,CE,898,2327,Independent Study,"3 - 6","","","","Thesis","",Open,23,50,0,""
10209,CE,997,2328,Independent Study,"3 - 6","","","","Graduate Teaching Instruction","",Closed,0,15,0,""
10210,CE,999,2329,Independent Study,"3 - 6","","","","Dissertation","",Closed,13,15,0,""
10225,CELL,595,2101,Independent Study,"1 - 6","","","","Jrnl Survey in Cell & Dev Biol","",Closed,0,15,0,""
10226,CELL,999,2102,Independent Study,"2 - 6","","","","Non-Topical Research","",Closed,33,50,0,""
10227,CHE,202,403T,Lecture,"3","","","","Thermodynamics","",Open,3,30,0,""
10228,CHE,495,1184,Independent Study,"1 - 3","","","","Chemical Engineering Research","",Closed,0,15,0,""
10229,CHE,496,4152,Independent Study,"1 - 3","","","","Chemical Engineering Research","",Closed,0,15,0,""
10230,CHE,693,2310,Independent Study,"3 - 6","","","","Independent Study","",Closed,0,15,0,""
10231,CHE,695,2311,Independent Study,"1 - 6","","","","Supervised Project Research","",Closed,0,15,0,""
10232,CHE,793,2312,Independent Study,"3 - 6","","","","Independent Study","",Closed,0,15,0,""
10233,CHE,795,2240,Independent Study,"1 - 6","","","","Supervised Project Research","",Closed,0,15,0,""
10234,CHE,895,2313,Independent Study,"3 - 6","","","","Supervised Project Research","",Closed,0,15,0,""
10235,CHE,897,2314,Independent Study,"3 - 6","","","","Graduate Teaching Instruction","",Closed,0,15,0,""
10236,CHE,898,2315,Independent Study,"3 - 6","","","","Thesis Research","",Closed,11,50,0,""
10237,CHE,997,2316,Independent Study,"3 - 6","","","","Graduate Teaching Instruction","",Closed,0,15,0,""
10238,CHE,999,2317,Independent Study,"3 - 6","","","","Dissertation Research","",Closed,31,30,0,""
10239,CHEM,141,1041,Lecture,"3","","","","Introductory College Chemistry","",Open,66,85,0,""
10240,CHEM,141L,1042,Laboratory,"2","","","","Intro College Chemistry Lab","",Open,60,85,0,""
10241,CHEM,142,4039,Lecture,"3","","","","Introductory College Chemistry","",Open,65,85,0,""
10242,CHEM,142L,4040,Laboratory,"2","","","","Intro College Chemistry Lab","",Open,55,85,0,""
10243,CHEM,241,1043,Lecture,"3","","","","Organic Chemistry","",Open,93,100,0,""
10244,CHEM,241L,1044,Laboratory,"3","","","","Organic Chemistry Laboratory","",Closed,126,110,0,""
10245,CHEM,242,4041,Lecture,"3","","","","Organic Chemistry","",Open,88,100,0,""
10247,CHEM,242L,401P,Lecture,"3","","","","Organic Chemistry Laboratory","",Open,0,12,0,""
11526,CHEM,242L,1017,Lecture,"3","","","","Organic Chemistry Laboratory","",Open,23,30,0,""
10246,CHEM,242L,4042,Lecture,"3","","","","Organic Chemistry Laboratory","",Open,137,140,0,""
10248,CHEM,341,1190,Lecture,"3","","","","Physical Chemistry I","",Open,19,30,0,""
10249,CHEM,342,4161,Lecture,"3","","","","Physical Chemistry II","",Open,13,20,0,""
10250,CHEM,395,1045,Independent Study,"3","","","","Introduction to Research","",Closed,1,15,0,""
10251,CHEM,396,4043,Independent Study,"3","","","","Introduction to Research","",Closed,0,15,0,""
10252,CHEM,441,1005,Lecture,"3","","","","Biological Chemistry I","",Open,13,20,0,""
10253,CHEM,442,401M,Lecture,"3","","","","Biological Chemistry II","",Open,12,20,0,""
10254,CHEM,495,1047,Independent Study,"3","","","","Supervised Research:Chemistry","",Closed,0,15,0,""
10255,CHEM,496,4044,Independent Study,"3","","","","Supervised Research:Chemistry","",Closed,0,15,0,""
10256,CHEM,701,1048,Lecture,"3","","","","Research Seminar","",Closed,0,10,0,""
10257,CHEM,702,4045,Lecture,"3","","","","Research Seminar","",Closed,0,10,0,""
10258,CHEM,898,2038,Independent Study,"3 - 6","","","","Non-Topical Research","",Closed,0,20,0,""
10259,CHEM,945,2031,Independent Study,"3","","","","Rsch:Inorganic Chemistry","",Closed,0,1,0,""
10260,CHEM,995,1049,Independent Study,"3","","","","Research","",Closed,0,15,0,""
10261,CHEM,996,4046,Independent Study,"3","","","","Rsch:Chemistry","",Closed,0,15,0,""
10262,CHEM,997,2039,Independent Study,"3 - 6","","","","Non-Topical Research","",Open,0,15,0,""
10263,CHEM,999,2040,Independent Study,"3 - 6","","","","Non-Topical Research","",Open,2,100,0,""
10264,CHIN,101S,1006,Lecture,"4","","","","Intensive Intro Chin","",Open,13,20,0,""
10265,CHIN,102S,403C,Lecture,"4","","","","Intensive Intro Chin","",Open,13,20,0,""
10266,CHIN,201,101B,Lecture,"4","","","","Intermediate Chinese","",Open,7,20,0,""
10267,CHIN,201Z,597V,Lecture,"3","","","","Intermediate Chinese","",Open,5,30,0,""
10268,CHIN,202,4003,Lecture,"4","","","","Intermediate Chinese","",Open,7,20,0,""
10269,CHIN,202Z,597W,Lecture,"3","","","","Intermediate Chinese II","",Open,6,30,0,""
10270,CHIN,301Z,597X,Lecture,"3","","","","Rdgs in Mod Chinese Literature","",Open,9,30,0,""
10271,CHIN,302Z,597Z,Lecture,"3","","","","Rdgs in Mod Chinese Lit II","",Open,9,30,0,""
11219,CHIN,399Z,598F,Lecture,"2","","","","Independent Study In Chinese","",Open,11,30,0,""
10272,CHIN,401Z,598B,Lecture,"3","","","","Adv Rdgs in Modern Chinese","",Closed,0,30,0,""
11223,CHIN,402Z,598D,Lecture,"3","","","","Adv Rdgs in Modern Chinese","",Open,0,30,0,""
10273,CHIN,501Z,597Y,Lecture,"3","","","","Readings Modern Chinese Lit","",Closed,1,30,0,""
10274,CHIN,502Z,598A,Lecture,"3","","","","Readings Modern Chinese Lit","",Closed,1,30,0,""
11554,CHIN,568,6141,Lecture,"3","","","","Tchng Chinese As Foreign Lang","",Open,6,10,0,""
11553,CHIN,568,6144,Lecture,"3","","","","Tchng Chinese As Foreign Lang","",Closed,1,1,0,""
11224,CHIN,701Z,598C,Lecture,"2","","","","Adv Readings In Modern Chinese","",Open,0,30,0,""
11225,CHIN,702Z,598E,Lecture,"3","","","","Adv Readings In Modern Chinese","",Open,0,30,0,""
10275,CLAS,204,101F,Lecture,"3","","","","Greek Mythology","",Open,10,20,0,""
10276,COMM,180,001D,Lecture,"3","","","","Making Business Work-Non Comm","",Open,35,48,0,""
10277,COMM,201,104F,Lecture,"3","","","","Intro Financial Accounting","",Open,34,40,0,""
10278,COMM,273,104B,Lecture,"3","","","","Personal Finance","",Closed,15,25,0,""
