ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
21352,ACCT,2020,701,Lecture,"3","","","","Introductory Accounting II","",Open,11,24,0,"Continuation of ACCT 2010. Approximately one third of the course deals with additional financial accounting topics, emphasizing managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized.  Prerequisite: ACCT 2010."
21355,ACCT,3110,701,Lecture,"3","","","","Intermediate Accounting I","",Open,12,24,0,"An intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and the processes through which these principles evolve.  Prerequisite: ACCT 2020."
21357,ACCT,3120,701,Lecture,"3","","","","Intermediate Accounting II","",Open,14,24,0,"Continuation of ACCT 3110, emphasizing accounting for the equities of a firm's investors and creditors. Covers special problem areas in financial accounting including accounting for leases, pensions, and income taxes.  Prerequisite: ACCT 3110."
21358,ACCT,3140,701,Lecture,"3","","","","Cost Accounting","",Open,10,24,0,"Addresses analysis of cost behavior and volume profit relationships; responsibility accounting and reporting flexible budgets; and the use of standard costs to guide and control performance.  Prerequisite: ACCT 2020."
21359,ACCT,4450,701,Lecture,"3","","","","Federal Taxation I","",Open,11,24,0,"An analysis of the federal income tax law and its application to individuals. A study is made of problems covering personal and business tax situations. Several cases are assigned for which the student prepares illustrative tax returns.  Prerequisite: ACCT 2020 or instructor permission."
21360,ACCT,4700,701,Lecture,"3","","","","Federal Accounting","",Open,9,24,0,"Provides a comprehensive overview of accounting principles, terminology, concepts, and standards unique to federal accounting to include an analysis and discussion of the laws, regulations, rule-setting organizations, and policies leading to current day federal accounting and reporting practices. Requisite: ACCT 2020"
21361,ACCT,5210,701,Lecture,"3","","","","Introductory Auditing","",Open,14,24,0,"Examines auditing methodology through a study of auditing standards. Includes the nature of evidence, program planning, work papers, internal control evaluation, types of audit tests, and audit reports.  Prerequisite: ACCT 3120."
21362,ACCT,5330,701,Lecture,"3","","","","Accounting for Non-Business Organizations","",Open,7,24,0,"Financial accounting for governmental and non-profit organizations. Studies the theory and techniques of accounting and reporting for various funds and groups of accounts.  Prerequisite: ACCT 3120."
21530,ACCT,5470,701,Lecture,"3","","","","Forensic Accounting","",Open,9,24,0,"Analyzes the various forensic accounting techniques and investigative strategies used in forensic examinations; covers uses of accounting information systems in fraud detection, the nature of financial statement fraud as well as the framework for detecting fraudulent financial reporting, and the importance of internal controls in fraud prevention. Prerequisite: ACCT 3120"
15690,AIRS,100,001,Laboratory,"0","","","","Leadership Laboratory","",Open,54,100,0,"A mandatory laboratory in leadership and followership development for AFROTC cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. (2 hrs.)Â   Prerequisite: Enrollment in Air Force ROTC."
15685,AIRS,1100,001,Lecture,"1","","","","The Foundations of the U.S. Air Force","",Open,25,50,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics include mission and organization of the Air Force, officership and professionalism, military customs and courtesies, Air Force officer career opportunities.  Corequisite: AIRS 100. (2 hrs)"
15686,AIRS,1100,002,Lecture,"1","","","","The Foundations of the U.S. Air Force","",Open,4,20,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics include mission and organization of the Air Force, officership and professionalism, military customs and courtesies, Air Force officer career opportunities.  Corequisite: AIRS 100. (2 hrs)"
15687,AIRS,2100,001,Lecture,"1","","","","The Evolution of Air and Space Power","",Open,8,49,0,"Examines general aspects of air and space power through a historical perspective, from the first balloons and dirigibles through the Korean War. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)"
15688,AIRS,2100,002,Lecture,"1","","","","The Evolution of Air and Space Power","",Open,9,18,0,"Examines general aspects of air and space power through a historical perspective, from the first balloons and dirigibles through the Korean War. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)"
15691,AIRS,3100,001,Lecture,"3","","","","Concepts of Air Force Leadership and Management","",Open,5,25,0,"Focuses on the study of leadership, management fundamentals, professional knowledge,Â and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership and management situations as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
15692,AIRS,3100,002,Lecture,"3","","","","Concepts of Air Force Leadership and Management","",Open,5,15,0,"Focuses on the study of leadership, management fundamentals, professional knowledge,Â and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership and management situations as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
15689,AIRS,4100,001,Lecture,"3","","","","National Security Affairs/Preparation for Active Duty","",Open,4,20,0,"Examines the national security process, constitutional provisions, advanced leadership ethics, joint operations, and Air Force doctrine. Topics include the military as a profession, officership, civilian control of the military, and current issues affecting the military. Emphasizes refining communication skills through cadet briefings.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
15693,AIRS,4100,002,Lecture,"3","","","","National Security Affairs/Preparation for Active Duty","",Open,5,20,0,"Examines the national security process, constitutional provisions, advanced leadership ethics, joint operations, and Air Force doctrine. Topics include the military as a profession, officership, civilian control of the military, and current issues affecting the military. Emphasizes refining communication skills through cadet briefings.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
15877,ALAR,7010,001,Studio,"6","","","","Research Studio 1","",Open,0,40,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15889,ALAR,7010,002,Studio,"6","","","","Research Studio 1","",Open,6,10,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15890,ALAR,7010,003,Studio,"6","","","","Research Studio 1","",Open,6,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15991,ALAR,7010,004,Studio,"6","","","","Research Studio 1","",Open,4,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15947,ALAR,7010,006,Studio,"6","","","","Research Studio 1","",Open,7,8,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15951,ALAR,7010,007,Studio,"6","","","","Research Studio 1","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15952,ALAR,7010,008,Studio,"6","","","","Research Studio 1","",Open,6,13,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
16085,ALAR,7010,010,Studio,"6","","","","Research Studio 1","",Open,6,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
16087,ALAR,7010,011,Studio,"6","","","","Research Studio 1","",Open,9,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
21803,ALAR,7010,012,Studio,"6","","","","Research Studio 1","",Open,10,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
21805,ALAR,7010,014,Studio,"6","","","","Research Studio 1","",Open,3,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
21806,ALAR,7010,015,Studio,"6","","","","Research Studio 1","",Open,7,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
21807,ALAR,7010,016,Studio,"6","","","","Research Studio 1","",Open,10,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15878,ALAR,8010,001,Studio,"6","","","","Research Studio 2","",Open,0,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15891,ALAR,8010,002,Studio,"6","","","","Research Studio 2","",Open,4,12,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15892,ALAR,8010,003,Studio,"6","","","","Research Studio 2","",Open,5,12,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15893,ALAR,8010,004,Studio,"6","","","","Research Studio 2","",Open,3,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15894,ALAR,8010,005,Studio,"6","","","","Research Studio 2","",Open,1,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15908,ALAR,8010,006,Studio,"6","","","","Research Studio 2","",Open,8,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15953,ALAR,8010,007,Studio,"6","","","","Research Studio 2","",Open,4,12,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15959,ALAR,8010,008,Studio,"6","","","","Research Studio 2","",Open,5,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
16088,ALAR,8010,009,Studio,"6","","","","Research Studio 2","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
21808,ALAR,8010,010,Studio,"6","","","","Research Studio 2","",Open,3,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
21810,ALAR,8010,012,Studio,"6","","","","Research Studio 2","",Open,3,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
21811,ALAR,8010,013,Studio,"6","","","","Research Studio 2","",Open,5,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
21812,ALAR,8010,014,Studio,"6","","","","Research Studio 2","",Open,2,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
16050,ALAR,8030,001,Studio,"6","","","","Design Studio 3","",Open,0,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ALAR 7010 and  ALAR 8010."
16051,ALAR,8030,002,Studio,"6","","","","Design Studio 3","",Open,0,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ALAR 7010 and  ALAR 8010."
16052,ALAR,8030,003,Studio,"6","","","","Design Studio 3","",Open,0,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ALAR 7010 and  ALAR 8010."
15777,ALAR,8100,001,Seminar,"3","","","","Design Research Seminar","",Open,16,30,0,"This course is for students in architecture/landscape undertaking an independent design/thesis studio in the spring semester, or students interested in strategic design thinking. Methods for initiating a thesis, research systems, documentation strategies, design experimentation, and modes of production and presentation will be covered. Collective critical discussion, analysis, and feedback as well as production of a final book will be required."
16004,ALAR,8100,002,Seminar,"3","","","","Design Research Seminar","",Open,3,18,0,"This course is for students in architecture/landscape undertaking an independent design/thesis studio in the spring semester, or students interested in strategic design thinking. Methods for initiating a thesis, research systems, documentation strategies, design experimentation, and modes of production and presentation will be covered. Collective critical discussion, analysis, and feedback as well as production of a final book will be required."
22364,ALAR,8993,001,Independent Study,"1 - 6","","","","Independent Study","",Closed,1,1,0,"Independent research on topics selected by individual students in consultation with a faculty advisor"
15861,ALAR,8995,001,Studio,"6","","","","Independent Design Research Studio","",Open,0,5,0,"Independent Design Research Studio. Prerequisite: ALAR 8100Â and permission of the chair."
15942,ALAR,8999,001,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Open,1,4,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
16040,ALAR,8999,002,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Closed,2,2,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
16082,ALAR,8999,003,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Closed,1,1,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
21468,ALAR,8999,004,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Open,1,4,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
21469,ALAR,8999,005,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Open,0,5,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
21956,ALAR,8999,006,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Open,1,2,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
17542,AM,6020,001,Lecture,"3","","","","Continuum Mechanics With Applications","",Open,0,10,0,"Introduces continuum mechanics and mechanics of deformable solids. Vectors and cartesian tensors, stress, strain, deformation, equations of motion, constitutive laws, introduction to elasticity, thermal elasticity, viscoelasticity, plasticity, and fluids. Cross-listed as APMA 6020, MAE 6020; Taught concurrently with CE 6720.  Prerequisite: Instructor permission."
19414,AMST,1559,001,Lecture,"3","","","","New Course in American Studies","Slavery and Its Legacies",Closed,30,30,0,"New Course in the subject of American Studies"
11200,AMST,2001,100,Lecture,"3","","","","Introduction to American Studies","",Closed,139,140,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
13335,AMST,2001,101,Discussion,"0","","","","Introduction to American Studies","",Open,20,24,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
13336,AMST,2001,102,Discussion,"0","","","","Introduction to American Studies","",Closed,23,24,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
13337,AMST,2001,103,Discussion,"0","","","","Introduction to American Studies","",Open,23,24,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
14358,AMST,2001,104,Discussion,"0","","","","Introduction to American Studies","",Closed,24,24,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
14359,AMST,2001,105,Discussion,"0","","","","Introduction to American Studies","",Closed,26,24,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
14360,AMST,2001,106,Discussion,"0","","","","Introduction to American Studies","",Open,23,24,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
19389,AMST,2422,001,Seminar,"3","","","","Point of View Journalism","",Closed,8,8,0,"This course analyzes 'point-of-view' journalism as a controversial but credible alternative to the dominant model of ''objectivity' in the U.S. news media. It will survey point-of-view journalists from Benjamin Franklin to the modern blog."
18831,AMST,2460,001,Lecture,"3","","","","Language in the U.S.","",Open,24,25,0,"Through diverse academic/theoretical readings and spoken, written, and visual material, students will learn to analyze, evaluate, and construct arguments as related to critical linguistic and cultural analysis of primary and secondary source material. This course examines complex relationships among American language and cultural practices, American history, race, gender, and class ideologies, and social identities."
18846,AMST,2559,001,Lecture,"2","","","","New Course in American Studies","American Indians in Virginia",Open,19,20,0,"New Course in subject of American Studies."
22475,AMST,2559,002,Lecture,"1","","","","New Course in American Studies","Directed Readings in AMST",Open,8,10,0,"New Course in subject of American Studies."
13546,AMST,3001,001,Seminar,"3","","","","Theories and Methods of American Studies","",Closed,20,18,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
15174,AMST,3001,002,Seminar,"3","","","","Theories and Methods of American Studies","",Closed,19,18,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
19380,AMST,3180,001,Lecture,"3","","","","Introduction to Asian American Studies","",Closed,26,23,0,"An interdisciplinary introduction to the culture and history of Asians and Pacific Islanders in America. Examines ethnic communities such as Chinese, Japanese, Filipino, Korean, Asian Indian, and Native Hawaiian, through themes such as immigration, labor, cultural production, war, assimilation, and politics. Texts are drawn from genres such as legal cases, short fiction, musicals, documentaries, visual art, and drama."
19680,AMST,3200,001,Lecture,"3","","","","African American Political Thought","",Closed,9,7,0,"This course explores the critical and the constructive dimensions of African American political thought from slavery to the present. We will assess the claims that black Americans have made upon the polity, how they have defined themselves, and how they have sought to redefine key terms of political life such as citizenship, equality, freedom, and power."
18843,AMST,3355,001,Lecture,"3","","","","Border Media","",Closed,15,15,0,"In this course we consider the depiction of the U.S.-Mexico border from the perspective of popular and mass media cultures. We examine the border as a site of cultural exchanges, resistance and critical negotiation; interchanges that impact the construction of race, ethnicity, sexuality and gender from both sides of the border."
18832,AMST,3559,001,Lecture,"3","","","","New Course in American Studies","America & Age of Revolution",Open,5,15,0,"New Course in the subject of American Studies"
21637,AMST,3559,002,Lecture,"3","","","","New Course in American Studies","Hist of Music and Broadcasting",Open,14,15,0,"New Course in the subject of American Studies"
19412,AMST,3559,004,Lecture,"3","","","","New Course in American Studies","Asian American Media Cultures",Closed,9,10,0,"New Course in the subject of American Studies"
19415,AMST,3559,005,Lecture,"3","","","","New Course in American Studies","Hemispheric Latinx Lit",Open,18,20,0,"New Course in the subject of American Studies"
19808,AMST,3880,100,Lecture,"3","","","","Literature of the South","",Closed,25,20,0,"Analyzes selected works of literature by major Southern writers. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19823,AMST,3880,101,Discussion,"0","","","","Literature of the South","",Closed,3,0,0,"Analyzes selected works of literature by major Southern writers. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19824,AMST,3880,102,Discussion,"0","","","","Literature of the South","",Closed,4,0,0,"Analyzes selected works of literature by major Southern writers. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19825,AMST,3880,103,Discussion,"0","","","","Literature of the South","",Closed,4,0,0,"Analyzes selected works of literature by major Southern writers. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19826,AMST,3880,104,Discussion,"0","","","","Literature of the South","",Closed,2,0,0,"Analyzes selected works of literature by major Southern writers. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
