ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
11333,APMA,2120,001,Lecture,"4","","","","Multivariable Calculus","",Open,18,28,0,"Topics include vectors in three-space and vector valued functions.  The multivariate calculus, including partial differentiation, multiple integrals, line and surface integrals, and the vector calculus, including Green's theorem, the divergence theorem, and Stokes's theorem.  Applications.  Prerequisite: APMA 1110."
11334,APMA,2130,001,Lecture,"4","","","","Ordinary Differential Equations","",Open,21,35,0,"First order differential equations, second order and higher order linear differential equations, reduction of order, undetermined coefficients, variation of parameters, series solutions, Laplace transforms, linear systems of first order differential equations and the associated matrix theory, numerical methods.  Applications.  Prerequisite: APMA 2120 or equivalent."
11335,APMA,3080,001,Lecture,"3","","","","Linear Algebra","",Open,26,35,0,"Analyzes the systems of linear equations; vector spaces; linear dependence; bases; dimension; linear mappings; matrices; determinants; quadratic forms; eigenvalues; eigenvectors; orthogonal reduction to diagonal form;  inner product spaces; numerical methods; geometric applications.  Prerequisite: APMA 2120 or equivalent."
11336,APMA,3100,001,Lecture,"3","","","","Probability","",Open,17,35,0,"A calculus-based introduction to probability theory and its applications in engineering and applied science. Includes counting techniques, conditional probability, independence, discrete and continuous random variables, probability distribution functions, expected value and variance, joint distributions, covariance, correlation, the Central Limit theorem, the Poisson process, an introduction to statistical inference.  Prerequisite: APMA 2120 or equivalent."
11337,APMA,3110,001,Lecture,"3","","","","Applied Statistics and Probability","",Open,10,35,0,"Examines variability and its impact on decision-making.  Introduces students to basic concepts of probability, such as random variables, probability distribution functions, and the central limit theorem. Based on this foundation, the course then emphasizes applied statistics covering topics such as descriptive statistics, statistical inference, confidence intervals, hypothesis testing, correlation, regression modeling, statistical quality control.  Students cannot receive credit for both this course and APMA 3120.  Prerequisite: APMA 2120 or equivalent."
11338,APMA,3120,001,Lecture,"3","","","","Statistics","",Open,11,35,0,"Includes confidence interval and point estimation methods, hypothesis testing for single samples, inference procedures for single-sample and two-sample studies, single and multifactor analysis of variance techniques, linear and non-linear regression and correlation, and using Minitab for large data sets. Students cannot receive credit for both this course and APMA 3110.  Prerequisite: APMA 3100."
10161,ARAB,1016,001,Lecture,"4","","","","Intensive Introductory Arabic","",Open,13,30,0,"This intensive course begins with instruction in basic oral expression, listening comprehension, elementary reading and writing, and continues with further development of these four skills at the intermediate level. Part of the Summer Language Institute."
10190,ARAB,1026,001,Lecture,"4","","","","Intensive Introductory Arabic","",Open,12,30,0,"This intensive course begins with instruction in basic oral expression, listening comprehension, elementary reading and writing, and continues with further development of these four skills at the intermediate level. Part of the Summer Language Institute.  Prerequisites:  ARAB 1016 or equivalent."
10658,ARAB,116,001,Lecture,"0","","","","Intensive Introductory Arabic","",Open,13,30,0,"This intensive course begins with instruction in basic oral expression, listening comprehension, elementary reading and writing, and continues with further development of these four skills at the intermediate level. Part of the Summer Language Institute."
10659,ARAB,126,001,Lecture,"0","","","","Intensive Introductory Arabic","",Open,12,30,0,"This intensive course begins with instruction in basic oral expression, listening comprehension, elementary reading and writing, and continues with further development of these four skills at the intermediate level. Part of the Summer Language Institute."
10243,ARAB,2016,001,Lecture,"4","","","","Intensive Intermediate Arabic","",Open,7,20,0,"This intensive course begins with instruction in basic intermediate level expression, listening comprehension, reading and writing, and continues with further development of these four skills. Part of the Summer Language Institute.  Prerequistes:  ARAB 1016  & 1026 or equivalent."
10189,ARAB,2026,001,Lecture,"4","","","","Intensive Intermediate Arabic","",Open,7,20,0,"This intensive course begins with instruction in intermediate level oral expression, listening comprehension, reading and writing, and continues with further development of these four skills. Part of the Summer Language Institute.  Prerequisites:  ARAB 1016 , 1026 & 2016 or equivalent."
10660,ARAB,216,001,Lecture,"0","","","","Intensive Intermediate Arabic","",Open,7,20,0,"This intensive course begins with instruction in basic intermediate level expression, listening comprehension, reading and writing, and continues with further development of these four skills. Part of the Summer Language Institute."
10661,ARAB,226,001,Lecture,"0","","","","Intensive Intermediate Arabic","",Open,7,20,0,"This intensive course begins with instruction in basic intermediate level expression, listening comprehension, reading and writing, and continues with further development of these four skills. Part of the Summer Language Institute."
10807,ARAH,9998,001,Independent Study,"1 - 12","","","","Non-Topical Rsch,Doctoral Prep","",Open,0,30,0,"For doctoral research, taken before a dissertation director has been selected."
10010,ARCH,2011,001,Studio,"6","","","","Summer Intro to Design Studio","",Open,11,20,0,"Prerequisite: For undergraduate transfer students accepted by the Dept. of Architecture only.  This introductory architectural design studio explores comprehensive & foundational design principles, skill sets, & critical thinking. The material covered is presented through a series of lectures, projects, exercises,workshops, symposia & reviews involving the beginning design student in the thoughtful application of comprehensive critical design."
10011,ARCH,2021,001,Studio,"6","","","","Summer Intro to Design Studio 1","",Open,10,20,0,"Prerequisite: ARCH 2010 or 2011, for undergraduate transfer students accepted by the Dept. of Architecture only.   The second architectural studio in the core curriculum fosters the development of the beginning design student's design methodology founded on thoughtful, creative, ethical and rigorous work practices in service of exploring meaningful formal and spatial propositions."
12926,ARCH,4993,001,Independent Study,"3","","","","Independent Study","",Open,0,30,0,"Independent research on topics selected by individual students in consultation with a faculty advisor"
10008,ARCH,5422,001,Workshop,"3","","","","Computer Animation: Design in Motion","",Open,8,24,0,"Arch 5422 is a hands-on workshop in moviemaking by techniques in three-dimensional computer animation with composite video,  sound editing and capture. We screen independent and feature film animation and ongoing student work concluding in a 1 to 5 min. final project. Short readings are in film and cognitive science. Students may enroll from diverse areas such as design, art,  drama, computer science, the physical sciences, and education."
10001,ARH,1004,001,Lecture,"3","","","","History of Architecture","",Open,6,20,0,"Surveys architecture from the Ancient to the present."
10793,ARTH,1004,001,Lecture,"3","","","","A History of Architecture","",Open,6,20,0,"This course will introduce students to the study of architecture through an examination of selected examples from the history of architecture with a focus on Europe and the United States and buildings relevant to those regions (e.g. the Great Pyramids, the Parthenon, Versailles).  Classes will be a combination of lectures and discussions as students are taught the fundamentals of architectural history as well as how to analyze buildings."
12604,ARTH,2273,001,Seminar,"3","","","","Disneyland","",Open,12,20,0,"This course examines the visual, aesthetic and cultural effects of Disneyland.  It considers the history of the theme parks, its relationship to Disney films, and its visual construction of space, leisure, and American cultural identity. Presented both chronologically and thematically, this course is both reading and writing intensive."
10046,ARTS,1610,001,Studio,"3","","","","Introduction to Drawing I","",Open,18,25,0,"Drawing provides students with a foundation of skills, judgment and observational abilities that are essential to artistic expression. Either ARTS 1610 or ARTS 1020 is required for every Studio Art major.  This course leads to work in more advanced drawing, as well as work in other media."
12266,ARTS,2580,001,Workshop,"3","","","","Special Topics in Sculpture","Special Topics: Art and Earth",Open,9,15,0,"An introduction to the specialized materials, methods, processes, and cultural issues as they relate to the history and practice of Sculpture"
10785,ARTS,2620,002,Studio,"3","","","","Introduction to Drawing II","",Open,6,20,0,"Continuation of ARTS 1610 with projects emphasizing on drawing skills and analytical thinking. The majority of assignments will be concept-based to encourage students to develop individual visual language.  Prerequisite: ARTS 1610."
10929,ARTS,2670,001,Studio,"4","","","","Introduction to Printmaking I","",Open,14,15,0,"Introduction to basic black and white etching techniques, basic black and white plate lithography, and techniques of stone lithography. Printmaking professors and course content vary from semester to semester.  Prerequisite: ARTS 1610, 2620."
12614,ARTS,2810,001,Studio,"4","","","","Introduction to Sculpture I","",Open,9,15,0,"Investigates the sculptural process through modeling, carving, fabricating and casting. Examines traditional and contemporary concerns of sculpture by analyzing historical examples and work done in class.  Prerequisite: ARTS 1610, 2620."
10930,ARTS,3670,001,Studio,"3","","","","Intermediate Printmaking I","",Open,14,15,0,"Includes relief printing, advanced lithography techniques, including color lithography, color etching, monotypes, and further development of black and white imagery. Printmaking professors and course content vary from semester to semester.  Prerequisite: ARTS 2670, 2672."
12736,ARTS,3810,001,Studio,"3","","","","Sculpture I","",Open,1,30,0,"Continuation of ARTS 2810, 2812 with greater emphasis on the special problems of the sculptural discipline.  Prerequisite: ARTS 2810, 2812."
10931,ARTS,4670,001,Studio,"3","","","","Advanced Problems in Printmaking","",Open,14,15,0,"Designed for students who have completed two or more semesters of study of a specific printmaking technique (woodcut, etching, or lithography) and wish to continue their exploration of that technique.  Prerequisite: ARTS 3670 or 3672."
12613,ARTS,4900,001,Independent Study,"1 - 4","","","","Advanced Project in Art","",Open,9,15,0,"Investigation and development of a consistent idea or theme in painting, sculpture, or the graphic arts. May be taken more than once under the same course number by students who are sufficiently advanced in studio work. This course is not intended to be used for major credit.  Prerequisite: Instructor permission."
10052,ASTR,1210,001,Lecture,"3","","","","Introduction to the Sky and Solar System","",Open,17,20,0,"A study of the night sky primarily for non-science majors. Provides a brief history of astronomy through Newton. Topics include the properties of the sun, earth, moon, planets, asteroids, meteors and comets; origin and evolution of the solar system; life in the universe; and recent results from space missions and ground-based telescopes."
10053,ASTR,1220,001,Lecture,"3","","","","Introduction to Stars, Galaxies, and the Universe","",Open,22,25,0,"A study of stars, star formation, and evolution primarily for non-science majors. Topics include light, atoms, and modern observing technologies; origin of the chemical elements; supernovae, pulsars, neutron stars, and black holes; structure and evolution of our galaxy; nature of other galaxies; active galaxies and quasars; expanding universe, cosmology, the big bang, and the early universe."
10054,ASTR,3420,001,Lecture,"3","","","","Life Beyond the Earth","",Open,5,20,0,"Open to non-science students. Studies the possibility of intelligent extraterrestrial life; methods and desirability of interstellar communication; prospects for humanity's colonization of space; interaction of space colonies; and the search for other civilizations.  Prerequisite/corequisite: A 1000- or 2000-level ASTR course or instructor permission."
10055,ASTR,3480,001,Lecture,"3","","","","Introduction to Cosmology","",Open,6,20,0,"Open to first-year students; primarily for non-science students. A descriptive introduction to the study of the ultimate structure and evolution of the universe. Covers the history of the universe, cosmological speculation, and the nature of the galaxies. Provides a qualitative introduction to relativity theory and the nature of space-time, black holes, models of the universe (big bang, steady-state, etc.) and methods of testing them."
12927,ASTR,4998,001,Independent Study,"3","","","","Senior Thesis","",Open,0,30,0,"May be repeated once for credit.  Prerequisite: Instructor permission."
12928,ASTR,4998,002,Independent Study,"3","","","","Senior Thesis","",Open,1,30,0,"May be repeated once for credit.  Prerequisite: Instructor permission."
10056,ASTR,6210,001,Lecture,"3","","","","Introduction to Sky and Solar System Concepts","",Open,17,20,0,"The subject matter of this course is the same as ASTR 1210.  Students are offered special assignments and consultation on introductory astronomy concepts on the sky and solar system related to education.  Offered concurrently with undergraduate sections, but restricted to graduate students in the Curry school.  Prerequisite: Curry School students; instructor permission."
10057,ASTR,6220,001,Lecture,"3","","","","Introduction to Stars, Galaxies, and Universe Concepts","",Open,22,25,0,"The subject matter of this course is the same as ASTR 1220.  Students are offered special assignments and consultation on introductory astronomy concepts on the stars, galaxies and universe related to education.  Offered concurrently with undergraduate sections but restricted to graduate students in the Curry school. Prerequisite: Curry School students; instructor permission."
10013,ASTR,6420,001,Lecture,"3","","","","Life Beyond the Earth Concepts","",Open,5,20,0,"The subject matter of this course is the same as ASTR 3420.  Students are offered special reading assignments and consultation on extraterrestrial life concepts related to education.  Offered concurrently with undergraduate sections. Prerequisite: Curry School students; instructor permission."
10014,ASTR,6480,001,Lecture,"3","","","","Introduction to Cosmology Concepts","",Open,6,20,0,"The subject matter of this course is the same as ASTR 3480.  Students are offered special reading assignments and consultation on cosmology concepts  related to education.  Offered concurrently with undergraduate sections.  Prerequisite: Curry School students; instructor permission."
10481,ASTR,9995,001,Independent Study,"1 - 12","","","","Supervised Research","",Open,0,30,0,"Under supervision, the student undertakes or assists with a current research problem. This course may be repeated for credit."
10482,ASTR,9995,002,Independent Study,"1 - 12","","","","Supervised Research","",Open,0,30,0,"Under supervision, the student undertakes or assists with a current research problem. This course may be repeated for credit."
10483,ASTR,9995,003,Independent Study,"1 - 12","","","","Supervised Research","",Open,0,30,0,"Under supervision, the student undertakes or assists with a current research problem. This course may be repeated for credit."
10484,ASTR,9995,004,Independent Study,"1 - 12","","","","Supervised Research","",Open,0,30,0,"Under supervision, the student undertakes or assists with a current research problem. This course may be repeated for credit."
10485,ASTR,9995,005,Independent Study,"1 - 12","","","","Supervised Research","",Open,0,30,0,"Under supervision, the student undertakes or assists with a current research problem. This course may be repeated for credit."
10486,ASTR,9995,006,Independent Study,"1 - 12","","","","Supervised Research","",Open,0,30,0,"Under supervision, the student undertakes or assists with a current research problem. This course may be repeated for credit."
10487,ASTR,9995,007,Independent Study,"1 - 12","","","","Supervised Research","",Open,0,30,0,"Under supervision, the student undertakes or assists with a current research problem. This course may be repeated for credit."
10488,ASTR,9999,002,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,1,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10489,ASTR,9999,003,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,1,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10490,ASTR,9999,004,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10491,ASTR,9999,005,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,1,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10492,ASTR,9999,006,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,4,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10493,ASTR,9999,007,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,3,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10494,ASTR,9999,008,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,3,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10495,ASTR,9999,009,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10496,ASTR,9999,010,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10497,ASTR,9999,011,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,3,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10498,ASTR,9999,012,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10499,ASTR,9999,013,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,2,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10500,ASTR,9999,014,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,1,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10652,ASTR,9999,015,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10653,ASTR,9999,016,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,3,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10733,ASTR,9999,017,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,1,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10786,ASTR,9999,018,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10787,ASTR,9999,019,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10790,ASTR,9999,020,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10858,ASTR,9999,021,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,1,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
11043,ASTR,9999,022,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,1,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
12821,ASTR,9999,023,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,1,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10756,BIMS,9998,001,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,2,30,0,"Preparation for Doctoral Research prior to completion of candidacy examination."
10757,BIMS,9998,002,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"Preparation for Doctoral Research prior to completion of candidacy examination."
11025,BIMS,9998,003,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,7,30,0,"Preparation for Doctoral Research prior to completion of candidacy examination."
11026,BIMS,9998,004,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,1,30,0,"Preparation for Doctoral Research prior to completion of candidacy examination."
11027,BIMS,9998,005,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,2,30,0,"Preparation for Doctoral Research prior to completion of candidacy examination."
11028,BIMS,9998,006,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,8,30,0,"Preparation for Doctoral Research prior to completion of candidacy examination."
11029,BIMS,9998,007,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"Preparation for Doctoral Research prior to completion of candidacy examination."
12899,BIMS,9998,008,Independent Study,"1 - 12","","","","Non-Topical Research","",Open,0,30,0,"Preparation for Doctoral Research prior to completion of candidacy examination."
10743,BIOC,9995,001,Independent Study,"3 - 12","","","","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0,"Topical Research"
10744,BIOC,9995,002,Independent Study,"3 - 12","","","","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0,"Topical Research"
10829,BIOC,9995,003,Independent Study,"3 - 12","","","","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0,"Topical Research"
10830,BIOC,9995,004,Independent Study,"3 - 12","","","","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0,"Topical Research"
10831,BIOC,9995,005,Independent Study,"3 - 12","","","","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0,"Topical Research"
11046,BIOC,9995,006,Independent Study,"3 - 12","","","","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0,"Topical Research"
11047,BIOC,9995,007,Independent Study,"3 - 12","","","","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0,"Topical Research"
12591,BIOC,9995,008,Independent Study,"3 - 12","","","","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0,"Topical Research"
10283,BIOC,9998,001,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10284,BIOC,9998,002,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10285,BIOC,9998,003,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,3,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10286,BIOC,9998,004,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10287,BIOC,9998,005,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10288,BIOC,9998,006,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10289,BIOC,9998,007,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10290,BIOC,9998,008,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10291,BIOC,9998,009,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10292,BIOC,9998,010,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10293,BIOC,9998,011,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10346,BIOC,9998,012,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10347,BIOC,9998,013,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10741,BIOC,9998,014,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10742,BIOC,9998,015,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10832,BIOC,9998,016,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10833,BIOC,9998,017,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10834,BIOC,9998,018,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10850,BIOC,9998,019,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10851,BIOC,9998,020,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0,"Non-Topical Research: Preparation for Doctoral Research"
10852,BIOC,9998,021,Independent Study,"1 - 12","","","","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0,"Non-Topical Research: Preparation for Doctoral Research"
