ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
20405,AAS,3500,001,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Readings in Black Feminism",Closed,24,24,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20406,AAS,3500,002,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Art of Black Social Movements",Open,19,24,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
14613,AAS,3500,003,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Slavery since Emancipation",Open,16,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20412,AAS,3500,004,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Early Caribbean Writing",Open,6,15,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
15339,AAS,3500,005,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Black Fire",Closed,58,40,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20414,AAS,3500,006,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","African American Foodways",Closed,18,16,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
15340,AAS,3500,007,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Race, Culture and Inequality",Closed,15,15,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20415,AAS,3500,008,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Black Women&Mass Incarceration",Closed,20,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
21564,AAS,3559,001,Seminar,"3","","","","New Course in African and African American Studies","_Mpathic Design",Open,3,15,0,"New course in the subject of African and African American Studies."
15336,AAS,3652,001,Seminar,"3","","","","African American History since 1865","",Closed,15,15,0,"This course surveys the major political, economic, and cultural developments in black America from the end of the Civil War to the present.  Through an engagement with various primary and secondary texts, and multimedia, students examine African Americans' endeavors to build strong families and communities, create socially meaningful art, and establish a political infrastructure capable of bringing into existence a more just and humane world."
10751,AAS,4080,001,Independent Study,"3","","","","Thesis","",Open,1,10,0,"Second-semester DMP students should enroll in this course to complete their theses."
21563,AAS,4109,001,Seminar,"3","","","","Civil Rights Movement and the Media","",Open,1,5,0,"Course examines the crucial relationship between the Civil Rights Movement and mass media from 1950s through early 1970s, looking at a variety of media forms: Hollywood cinema, network television, mainstream newspapers, photojournalism, the black press, and news as primary documents that can tell us something about American race relations during this period and how the nation responded to challenges posed by a powerful social change movement."
15341,AAS,4570,001,Seminar,"3","","","","Advanced Research Seminar in African-American & African Studies","Queer Africas",Open,14,15,0,"Reading, class discussion, and research on a special topic in African-American and African Studies culminating in the composition of a research paper. Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20416,AAS,4570,002,Seminar,"3","","","","Advanced Research Seminar in African-American & African Studies","Race Class Gender TimeofCrisis",Open,13,18,0,"Reading, class discussion, and research on a special topic in African-American and African Studies culminating in the composition of a research paper. Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
13372,AAS,4993,001,Independent Study,"1 - 12","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
12657,AAS,4993,002,Independent Study,"1 - 12","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
13090,AAS,4993,003,Independent Study,"1 - 12","","","","Independent Study","",Open,1,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
14614,AAS,4993,004,Independent Study,"1 - 12","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
21891,AAS,4993,005,Independent Study,"1 - 12","","","","Independent Study","",Open,2,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
22073,AAS,4993,006,Independent Study,"1 - 12","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
22546,AAS,4993,007,Independent Study,"1 - 12","","","","Independent Study","",Open,1,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
22167,AAS,5559,001,Lecture,"1 - 4","","","","New Course in African and African American Studies","",Open,1,5,0,"New course in the subject of African and African American Studies."
20302,ACCT,2010,701,Lecture,"3","","","","Introductory Accounting I","",Closed,22,22,0,"Designed to introduce students to the language of business, the course begins with the role of financial data in contemporary society, proceeds to develop the accounting model for capturing financial data, and finishes with the problems of measuring and reporting income, assets, liabilities, and equities."
20303,ACCT,2020,701,Lecture,"3","","","","Introductory Accounting II","",Closed,15,15,0,"Continuation of ACCT 2010. Approximately one third of the course deals with additional financial accounting topics, emphasizing managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized.  Prerequisite: ACCT 2010."
20304,ACCT,3110,701,Lecture,"3","","","","Intermediate Accounting I","",Closed,9,9,0,"An intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and the processes through which these principles evolve.  Prerequisite: ACCT 2020."
20305,ACCT,3120,701,Lecture,"3","","","","Intermediate Accounting II","",Closed,11,11,0,"Continuation of ACCT 3110, emphasizing accounting for the equities of a firm's investors and creditors. Covers special problem areas in financial accounting including accounting for leases, pensions, and income taxes.  Prerequisite: ACCT 3110."
20306,ACCT,3140,701,Lecture,"3","","","","Cost Accounting","",Open,9,11,0,"Addresses analysis of cost behavior and volume profit relationships; responsibility accounting and reporting flexible budgets; and the use of standard costs to guide and control performance.  Prerequisite: ACCT 2020."
20307,ACCT,4450,701,Lecture,"3","","","","Federal Taxation I","",Closed,20,20,0,"An analysis of the federal income tax law and its application to individuals. A study is made of problems covering personal and business tax situations. Several cases are assigned for which the student prepares illustrative tax returns.  Prerequisite: ACCT 2020 or instructor permission."
20308,ACCT,5250,701,Lecture,"3","","","","Advanced Auditing","",Closed,6,6,0,"Builds on the concepts and practice examples from introductory auditing to provide students with an in-depth understanding of professional standards, the audit process, advanced audit techniques, and the auditor's role in ensuring that publicly issued financial statements are fairly presented.  Prerequisite: ACCT 5210."
20309,ACCT,5310,701,Lecture,"3","","","","Selected Topics in Advanced Accounting","",Closed,6,6,0,"Studies accounting and financial reporting for partnerships, business enterprise segments, home office/branch office, foreign transactions and translation, business combinations, and other intercorporate investments and consolidated statements.    Prerequisite: ACCT 3120."
20310,ACCT,5410,701,Lecture,"3","","","","Fraud Examination","",Closed,13,13,0,"Focuses on the principles and methodology of fraud detection and deterrence. Examines how and why occupational fraud is committed, how fraudulent conduct can be deterred, and how allegations of fraud should be investigated and resolved. Prerequisite: ACCT 3120 Intermediate Accounting II"
20311,ACCT,5460,701,Lecture,"3","","","","Federal Taxation II","",Closed,4,4,0,"Analyzes the federal income tax law and its application to corporations, shareholders, partnerships, partners, estates, and gift transactions.  Prerequisite: ACCT 4450."
15959,AIRS,100,001,Laboratory,"0","","","","Leadership Laboratory","",Open,54,100,0,"A mandatory laboratory in leadership and followership development for AFROTC cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. (2 hrs.)Â   Prerequisite: Enrollment in Air Force ROTC."
15953,AIRS,1200,001,Lecture,"1","","","","The Foundations of the U.S. Air Force","",Open,21,30,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics includeÂ Air Force core values, leadership team building and communication skills.  Corequisite: AIRS 100. (2 hrs.)"
15954,AIRS,1200,002,Lecture,"1","","","","The Foundations of the U.S. Air Force","",Open,10,35,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics includeÂ Air Force core values, leadership team building and communication skills.  Corequisite: AIRS 100. (2 hrs.)"
15955,AIRS,2200,001,Lecture,"1","","","","The Evolution of Air and Space Power","",Open,12,40,0,"Examines general aspects of air and space power through a historical perspective, from theÂ Vietnam Conflict to the space-age global positioning systems used in today's conflicts. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)Â Â Â "
15956,AIRS,2200,002,Lecture,"1","","","","The Evolution of Air and Space Power","",Open,7,20,0,"Examines general aspects of air and space power through a historical perspective, from theÂ Vietnam Conflict to the space-age global positioning systems used in today's conflicts. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)Â Â Â "
15957,AIRS,3200,001,Lecture,"3","","","","Concepts of Air Force Leadership and Management","",Open,0,25,0,"Focuses on the study of leadership, management fundamentals, professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership, core values, and military ethics as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
15960,AIRS,3200,002,Lecture,"3","","","","Concepts of Air Force Leadership and Management","",Open,9,25,0,"Focuses on the study of leadership, management fundamentals, professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership, core values, and military ethics as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
15958,AIRS,4200,001,Lecture,"3","","","","National Security Affairs/Preparation for Active Duty","",Open,4,30,0,"Examines military law,Â regional studies, advanced leadership ethics, and Air Force doctrine. Topics include the military as a profession, officership,Â preparation for active duty, and current issues affecting the military. Emphasizes refining communication skills through cadet presentations.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
15961,AIRS,4200,002,Lecture,"3","","","","National Security Affairs/Preparation for Active Duty","",Open,5,30,0,"Examines military law,Â regional studies, advanced leadership ethics, and Air Force doctrine. Topics include the military as a profession, officership,Â preparation for active duty, and current issues affecting the military. Emphasizes refining communication skills through cadet presentations.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
16097,ALAR,8020,001,Studio,"6","","","","Design Development Studio","",Open,0,41,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs.  Prerequisite: ARCH 8010 or LAR 8010"
19988,ALAR,8020,002,Studio,"6","","","","Design Development Studio","",Open,8,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs.  Prerequisite: ARCH 8010 or LAR 8010"
19989,ALAR,8020,003,Studio,"6","","","","Design Development Studio","",Open,11,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs.  Prerequisite: ARCH 8010 or LAR 8010"
16155,ALAR,8020,004,Studio,"6","","","","Design Development Studio","",Open,11,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs.  Prerequisite: ARCH 8010 or LAR 8010"
22259,ALAR,8020,005,Studio,"6","","","","Design Development Studio","",Open,11,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Typical projects include brownfields, urban landscape infrastructure, and sustainable designs.  Prerequisite: ARCH 8010 or LAR 8010"
16148,ALAR,8993,001,Independent Study,"1 - 6","","","","Independent Study","",Open,0,2,0,"Independent research on topics selected by individual students in consultation with a faculty advisor"
16105,ALAR,8995,001,Studio,"6","","","","Independent Design Research Studio","",Open,0,15,0,"Independent Design Research Studio. Prerequisite: ALAR 8100Â and permission of the chair."
16223,ALAR,8999,001,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Open,0,1,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
16334,ALAR,8999,002,Independent Study,"1 - 12","","","","Non-Topical Design Research-Masters","",Closed,1,1,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
15360,AMST,2660,100,Lecture,"3","","","","Spiritual But Not Religious: Spirituality in America","",Open,117,120,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
15535,AMST,2660,101,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Open,9,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
15536,AMST,2660,102,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Open,8,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
15537,AMST,2660,103,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,10,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
15538,AMST,2660,104,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,13,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
15539,AMST,2660,105,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Open,9,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
15540,AMST,2660,106,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,9,9,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
15541,AMST,2660,107,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,10,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
15542,AMST,2660,108,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Open,9,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
15543,AMST,2660,109,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,10,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
20900,AMST,2660,110,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,11,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
20901,AMST,2660,111,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,9,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
20902,AMST,2660,112,Discussion,"0","","","","Spiritual But Not Religious: Spirituality in America","",Closed,10,10,0,"What does ""spiritual but not religious"" mean, and why has it become such a pervasive self-description in contemporary America? This interdisciplinary course surveys spirituality in America, with a particular eye for the relationship between spirituality and formal religion, on the one hand, and secular modes of understanding the self, such as psychology, on the other."
13804,AMST,3001,001,Seminar,"3","","","","Theories and Methods of American Studies","",Closed,19,18,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
19170,AMST,3001,002,Seminar,"3","","","","Theories and Methods of American Studies","",Open,15,18,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
22272,AMST,3001,003,Seminar,"3","","","","Theories and Methods of American Studies","",Closed,18,18,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
20165,AMST,3321,001,Lecture,"3","","","","Race and Ethnicity in Latinx Literature","",Open,14,15,0,"This course examines the construction of race and ethnicity in Latinx literature by examining key texts by individuals from varying Latinx groups in the US. We will examine how US-American identity shapes Latinx notions of race and how the authors' connections with Latin America and the Caribbean do the same. We will explore from a hemispheric perspective how race and ethnicity are depicted in Latinx literature and culture."
20829,AMST,3465,001,Lecture,"3","","","","America and the Global South in Literature and Film","",Open,12,16,0,"Students in this course will examine and interpret conceptions of America from the point of view of novelists, filmmakers, journalists, and scholars in the Global South. American and Global South landscapes will be a focus of the class, as will images, artifacts, and material culture that reveal Global South views of the United States."
19177,AMST,3559,001,Lecture,"3","","","","New Course in American Studies","Science & Democracy in America",Open,19,20,0,"New Course in the subject of American Studies"
19178,AMST,3559,002,Lecture,"3","","","","New Course in American Studies","Indigenous Histories of Place",Open,17,20,0,"New Course in the subject of American Studies"
19180,AMST,3559,003,Lecture,"3","","","","New Course in American Studies","Gender, Things, and Difference",Closed,26,25,0,"New Course in the subject of American Studies"
20215,AMST,3559,004,Lecture,"3","","","","New Course in American Studies","Identity, Space and Public Art",Closed,20,18,0,"New Course in the subject of American Studies"
21093,AMST,3559,005,Lecture,"3","","","","New Course in American Studies","Early Caribbean Writing",Open,1,15,0,"New Course in the subject of American Studies"
20532,AMST,3641,100,Lecture,"3","","","","Native America","",Open,16,20,0,"This course will introduce students to deep history of Native North America.  Using primary and secondary sources, we will cover such topics as mutually beneficial trade and diplomatic relations between Natives and newcomers; the politics of empire; U.S. expansion; treaties and land dispossession; ecological, demographic, and social change; pan-Indian movements; legal and political activism; and many, many others."
20533,AMST,3641,101,Discussion,"0","","","","Native America","",Closed,5,5,0,"This course will introduce students to deep history of Native North America.  Using primary and secondary sources, we will cover such topics as mutually beneficial trade and diplomatic relations between Natives and newcomers; the politics of empire; U.S. expansion; treaties and land dispossession; ecological, demographic, and social change; pan-Indian movements; legal and political activism; and many, many others."
20534,AMST,3641,102,Discussion,"0","","","","Native America","",Closed,5,5,0,"This course will introduce students to deep history of Native North America.  Using primary and secondary sources, we will cover such topics as mutually beneficial trade and diplomatic relations between Natives and newcomers; the politics of empire; U.S. expansion; treaties and land dispossession; ecological, demographic, and social change; pan-Indian movements; legal and political activism; and many, many others."
20536,AMST,3641,103,Discussion,"0","","","","Native America","",Open,6,10,0,"This course will introduce students to deep history of Native North America.  Using primary and secondary sources, we will cover such topics as mutually beneficial trade and diplomatic relations between Natives and newcomers; the politics of empire; U.S. expansion; treaties and land dispossession; ecological, demographic, and social change; pan-Indian movements; legal and political activism; and many, many others."
19175,AMST,4321,001,Lecture,"3","","","","Caribbean Latinx: Cuba, Puerto Rico and the DR","",Closed,9,9,0,"In this course we will read texts by Latinx writers from Puerto Rico, Cuba and the Dominican Republic. We will explore how their works speak to issues of race, colonialism and imperialism based on their individual and shared histories. We will discuss their different political histories and migration experiences and how these in turn impact their literary and artistic productions in the US."
